,mass,age,temperature,luminosity,radius,gravity,mko_y,mko_j,mko_h,mko_k,mko_lp,mko_mp,w1,w2,w3,w4,irac_ch1,irac_ch2
0,0.067,0.001,3024.2677009,-1.39792635,0.729824,3.53805281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.067,0.00126638017,3023.93138598,-1.4087412,0.72095284,3.54867565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.067,0.00160371874,3023.63942891,-1.42093985,0.71105317,3.56068522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.067,0.00203091762,3023.29133959,-1.4396084,0.69609768,3.57914867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.067,0.00257191381,3023.01289699,-1.47403469,0.66916357,3.61342469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.067,0.00325702066,3024.12682128,-1.5591942,0.60622331,3.69922386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.067,0.00412462638,3027.06919754,-1.70323221,0.51258183,3.84496489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.067,0.00522334507,3030.67966081,-1.82179391,0.44610942,3.96560624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.067,0.00661474064,3025.40587296,-1.92868422,0.39582805,4.06947813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.067,0.0083767764,3016.19670746,-2.02662374,0.35579486,4.16209125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.067,0.0106081836,3008.04610109,-2.11666609,0.3224924,4.24745317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.067,0.0134339933,2999.66639861,-2.20198989,0.29395435,4.32793093,8.87019324,8.2634067,7.71174281,7.39343808,6.96944862,6.99070287,7.19859336,6.96467125,6.77452432,6.65092826,7.07813799,6.95721465
12,0.067,0.0170125428,2990.46175209,-2.28407244,0.26909595,4.40467767,9.0764963,8.46550614,7.91345717,7.59464851,7.1676038,7.19454986,7.39939143,7.16682816,6.97417983,6.85259861,7.27730984,7.15898001
13,0.067,0.0215443469,2980.04979854,-2.36412001,0.24712554,4.47865665,9.27749349,8.66166246,8.109144,7.78993975,7.35963182,7.39300345,7.59450482,7.36335938,7.1679733,7.04855225,7.47054615,7.35505971
14,0.067,0.0272833338,2960.22739663,-2.44769583,0.22746906,4.55064706,9.48652418,8.86265838,8.31097951,7.98992938,7.55352357,7.59522273,7.79338746,7.56301892,7.36279524,7.24578677,7.66645028,7.55409467
15,0.067,0.0345510729,2942.84585863,-2.52711713,0.21005403,4.61982998,9.68525737,9.05381399,8.50253695,8.18030778,7.73862968,7.7889074,7.98322034,7.75408481,7.54950166,7.43498363,7.85345613,7.74452704
16,0.067,0.0437547938,2923.92698426,-2.60589866,0.19433164,4.68740268,9.88239047,9.24248914,8.6916389,8.36823791,7.92081429,7.98052866,8.17059146,7.94282915,7.73344481,7.62151073,8.03772498,7.9325669
17,0.067,0.0554102033,2893.67167715,-2.68996461,0.18011501,4.75339067,10.09231538,9.43943051,8.89010886,8.56405872,8.10730436,8.17949968,8.36478135,8.1380256,7.92095986,7.81190258,8.22731951,8.12677128
18,0.067,0.0701703829,2861.80059344,-2.77304985,0.16735034,4.81723615,10.30085986,9.63261301,9.08414828,8.75618124,8.28960924,8.37756594,8.55595402,8.33158511,8.10580486,8.00012978,8.41315987,8.31902852
19,0.067,0.0888623816,2824.67450669,-2.85796236,0.15577934,4.87946945,10.51573421,9.8278753,9.28009348,8.95039702,8.47196516,8.58044896,8.74918337,8.52860332,8.29178215,8.19015936,8.59976985,8.51436079
20,0.067,0.112533558,2778.48457093,-2.94686933,0.1453357,4.93974445,10.7431842,10.02926367,9.48270462,9.15091309,8.65684198,8.79282244,8.94806438,8.73279523,8.48099801,8.38437506,8.79000532,8.71640136
21,0.067,0.142510267,2725.13520877,-3.03830334,0.13598366,4.99751561,10.97938936,10.2334794,9.68907622,9.35506415,8.84199634,9.01303051,9.15014889,8.94234696,8.67151085,8.5804749,8.98147636,8.9233588
22,0.067,0.180472177,2662.3757672,-3.13374713,0.12764662,5.05247042,11.24185787,10.44864353,9.90056996,9.56712616,9.02794429,9.25205748,9.35722297,9.16417527,8.8657484,8.78513931,9.17487773,9.14120823
23,0.067,0.228546386,2588.412737,-3.23432335,0.12028248,5.10408572,11.52120178,10.67262329,10.12107472,9.78645734,9.21634898,9.50697211,9.57118175,9.39762403,9.06345235,8.99708789,9.37228765,9.36958595
24,0.067,0.289426612,2506.36362836,-3.33802039,0.11384653,5.15184956,11.82807445,10.90635513,10.34424725,10.01366534,9.40273596,9.78777382,9.78668519,9.6461972,9.26299825,9.21757692,9.5684421,9.61133771
25,0.067,0.366524124,2415.60793815,-3.44601855,0.10823621,5.19574491,12.1601779,11.15034606,10.57265273,10.25164907,9.58840897,10.08816649,10.00315377,9.903841,9.45894373,9.43110586,9.76447656,9.861482
26,0.067,0.464158883,2310.64211779,-3.5626057,0.10343414,5.23516329,12.5375137,11.41816815,10.81734963,10.51552948,9.78051078,10.39832172,10.2287049,10.1684001,9.64793665,9.63012527,9.96959123,10.11789373
27,0.067,0.587801607,2205.66989175,-3.67829983,0.099355,5.27011035,12.92060389,11.68826751,11.06050244,10.78631996,9.9723087,10.67256938,10.45743984,10.4078686,9.81649906,9.79864595,10.18070773,10.35160859
28,0.067,0.744380301,2103.9672852,-3.79158074,0.09584152,5.30138255,13.29158486,11.95661158,11.30280545,11.06708919,10.17428492,10.9110736,10.71250534,10.62503769,9.97238688,9.94457561,10.41722422,10.56513924
29,0.067,0.942668455,1993.39009232,-3.91320109,0.0928215,5.32919295,13.66969229,12.24199389,11.56352037,11.38304456,10.41448682,11.13002452,11.0373552,10.83542654,10.12731536,10.07883271,10.71687635,10.77435639
30,0.067,1.19377664,1885.05546101,-4.03469995,0.0902463,5.35363098,14.00404461,12.52090006,11.83539954,11.72617718,10.69771836,11.31855531,11.43517759,11.02979348,10.27727439,10.20153052,11.08169714,10.97048385
31,0.067,1.51177507,1775.35493665,-4.16024009,0.08805175,5.37501346,14.28335625,12.79160525,12.13431317,12.11409688,11.02716285,11.49115279,11.89850072,11.21968272,10.42897653,10.32432481,11.5075781,11.16538796
32,0.067,1.91448198,1675.02922574,-4.28040122,0.08613667,5.39411293,14.49791906,13.03725344,12.44447585,12.5176589,11.36310685,11.64267832,12.35029059,11.39815107,10.57381589,10.44367794,11.93183163,11.35126726
33,0.067,2.42446202,1578.37491525,-4.4007811,0.08445424,5.4112462,14.67589783,13.26021239,12.78924169,12.93156553,11.70107634,11.77014551,12.76806104,11.56509852,10.71841252,10.5701346,12.34154041,11.52767064
34,0.067,3.07029063,1491.14043049,-4.51520144,0.08294374,5.42692187,14.84331077,13.45997859,13.14565442,13.31702162,12.01750025,11.87368824,13.13678396,11.71379213,10.85759355,10.69963418,12.71444978,11.68559497
35,0.067,3.88815518,1408.46388329,-4.629219,0.08153041,5.44184984,15.00898481,13.66236723,13.54311676,13.69879156,12.32486214,11.9692851,13.4927584,11.86221315,11.0111534,10.84540893,13.06920447,11.84064338
36,0.067,4.92388263,1312.80006538,-4.76521623,0.08024538,5.45564898,15.21801596,13.89954431,13.99988974,14.11405924,12.63465996,12.07393635,13.86161991,12.02704981,11.19122616,11.00488874,13.42124522,12.00960019
37,0.067,6.23550734,1235.35950436,-4.88308912,0.07911973,5.46791941,15.42139331,14.13257314,14.40817874,14.49002643,12.89255109,12.18141709,14.18042354,12.18260487,11.36740593,11.14726466,13.71211823,12.16620259
38,0.067,7.89652287,1174.03198144,-4.98377504,0.07801442,5.4801393,15.61558375,14.34900576,14.72816086,14.80937184,13.08711624,12.2827512,14.42604592,12.31734621,11.52348059,11.26302941,13.92925547,12.30051083
39,0.067,10.0,1110.65949115,-5.09391283,0.07679003,5.49387933,15.84863072,14.60149053,15.05810716,15.15488474,13.28648479,12.3999979,14.68051882,12.46497026,11.69631808,11.38433897,14.15042906,12.44735756
0,0.029,0.001,2778.53055836,-2.00667311,0.42899471,3.63591137,8.36016019,7.69965936,7.20600039,6.81973977,6.31925069,6.31100121,6.56964443,6.29232015,6.05297008,5.9082528,6.4371619,6.28616032
1,0.029,0.00126638017,2772.87808742,-2.07100459,0.39999606,3.69670378,8.52140535,7.85868494,7.36455325,6.97759176,6.47540551,6.47090242,6.72810938,6.45117753,6.21022087,6.06688335,6.59419492,6.44471863
2,0.029,0.00160371874,2767.91703053,-2.12128343,0.37886092,3.74385344,8.64731323,7.98254405,7.48808627,7.10057812,6.59694314,6.59575411,6.85169538,6.57510288,6.33273211,6.19057454,6.7165171,6.5683778
3,0.029,0.00203091762,2764.89174486,-2.15029836,0.36721866,3.77096287,8.71995584,8.05389231,7.55925343,7.17144831,6.6669467,6.66782754,6.92296911,6.64659659,6.40335767,6.26192607,6.78700943,6.63970498
4,0.029,0.00257191381,2763.3929267,-2.1640436,0.36184459,3.78376874,8.75437307,8.08765953,7.59294119,7.20499318,6.70006473,6.70196901,6.95671573,6.68045113,6.43678086,6.29570471,6.82036997,6.67347707
5,0.029,0.00325702066,2762.31447975,-2.17367264,0.35813165,3.7927275,8.7784971,8.11131282,7.61654178,7.22849198,6.72325713,6.72589556,6.98035952,6.70417175,6.4601906,6.31936805,6.84373677,6.6971385
6,0.029,0.00412462638,2760.88935772,-2.1861146,0.35339781,3.80428457,8.80967069,8.14186034,7.64702439,7.25884186,6.75320309,6.75681077,7.01090151,6.73481495,6.4904222,6.34993294,6.8739133,6.72770351
7,0.029,0.00522334507,2758.59293596,-2.20570475,0.34609272,3.82242761,8.85869551,8.189865,7.69493118,7.3065422,6.80025559,6.80543403,7.05891741,6.78299708,6.53793846,6.39798681,6.92133913,6.77575891
8,0.029,0.00661474064,2754.05689369,-2.24228914,0.33291517,3.85614554,8.95021839,8.27934346,7.7842539,7.3954673,6.88790585,6.89617674,7.14846403,6.87287035,6.62648829,6.48758444,7.00972651,6.86538248
9,0.029,0.0083767764,2740.17585874,-2.3348553,0.30230039,3.93993494,9.18176324,8.5045495,8.00941287,7.61927598,7.10776139,7.12493678,7.37385985,7.09912109,6.84862521,6.71265058,7.23175187,7.09091253
10,0.029,0.0106081836,2702.84187567,-2.50707221,0.25482964,4.08831549,9.6126012,8.91795069,8.42453665,8.02996622,7.50735719,7.54632253,7.78714255,7.51434421,7.25220019,7.1230498,7.63677427,7.50437632
11,0.029,0.0134339933,2649.75097091,-2.65900479,0.22259731,4.20577525,9.99494025,9.27348883,8.78429574,8.38292903,7.84328687,7.91466579,8.14169468,7.87345089,7.59235132,7.47260668,7.9800561,7.86096018
12,0.029,0.0170125428,2598.93788055,-2.78803898,0.19944286,4.30117802,10.32217414,9.57242443,9.08675605,8.67968252,8.12306145,8.22912203,8.44009307,8.17849023,7.87749544,7.76711535,8.26706238,8.16327022
13,0.029,0.0215443469,2535.62852869,-2.91301823,0.18144362,4.3833309,10.64569976,9.85689371,9.37468373,8.96083187,8.38147427,8.53971369,8.72225303,8.47306485,8.14295378,8.04508654,8.53448545,8.45406014
14,0.029,0.0272833338,2466.39101948,-3.03331197,0.16697155,4.4555273,10.96755956,10.12982968,9.64767537,9.22895335,8.62158429,8.85054685,8.98938455,8.76213497,8.39316807,8.31215902,8.78444051,8.73806575
15,0.029,0.0345510729,2389.18169611,-3.15289411,0.15505137,4.51986269,11.29733742,10.40043308,9.91514662,9.49358249,8.85111873,9.17224666,9.24924259,9.05500101,8.63467801,8.5741368,9.02472771,9.02430514
16,0.029,0.0437547938,2299.82199349,-3.27771259,0.14493503,4.57846771,11.66323131,10.68691785,10.19109193,9.77230132,9.08054308,9.52815529,9.51228124,9.36637298,8.87442102,8.83396632,9.26578388,9.32713219
17,0.029,0.0554102033,2193.76762025,-3.41165313,0.13652634,4.63038084,12.07704666,10.9945608,10.47957244,10.07340058,9.31212183,9.88326126,9.77838694,9.67700502,9.09942945,9.06925043,9.51094733,9.62960107
18,0.029,0.0701703829,2084.02207389,-3.54698054,0.12945895,4.67654828,12.51583925,11.31406855,10.77102247,10.39211793,9.54790195,10.21487691,10.05977003,9.97069404,9.3086244,9.27757144,9.77136427,9.91684226
19,0.029,0.0888623816,1970.24741902,-3.68476922,0.12359508,4.71681179,12.9586923,11.63887108,11.06766804,10.73460418,9.80269219,10.51714196,10.38747462,10.24824355,9.50693383,9.46121893,10.07344586,10.18954879
20,0.029,0.112533558,1857.77492327,-3.82196067,0.11870515,4.75187454,13.37242567,11.96142067,11.36734015,11.1036852,10.0954444,10.76659848,10.79055015,10.49427031,9.69186625,9.61638557,10.44257269,10.43465158
21,0.029,0.142510267,1740.41713938,-3.96695927,0.11445948,4.78350931,13.75115752,12.29307921,11.69730113,11.53560869,10.45520201,10.98799585,11.29733217,10.72948484,9.87498188,9.76233412,10.90553691,10.67389198
22,0.029,0.180472177,1623.32734303,-4.11505233,0.11094128,4.81062601,14.06965156,12.61493133,12.06234058,12.03421289,10.86684657,11.18809501,11.85877982,10.95826654,10.05341893,9.90281238,11.42827772,10.91184899
23,0.029,0.228546386,1518.34622133,-4.25481462,0.1079636,4.83425847,14.30609828,12.89639278,12.45037104,12.53502564,11.27642709,11.3564559,12.3646818,11.16681039,10.21923918,10.04050264,11.92714756,11.13310288
24,0.029,0.289426612,1426.25560317,-4.3849189,0.10533507,4.85566663,14.54491989,13.15185495,12.8508205,12.98361306,11.66022778,11.49273183,12.79386685,11.34681319,10.37239261,10.18053759,12.37843824,11.32616654
25,0.029,0.366524124,1324.42299772,-4.53296414,0.10301297,4.87502849,14.74524038,13.42164567,13.36156003,13.46657257,12.07297233,11.61874713,13.25051675,11.5348343,10.55329239,10.35641051,12.85226901,11.52598977
26,0.029,0.464158883,1245.91891444,-4.65642705,0.10098134,4.89233043,14.92995335,13.65864377,13.81169353,13.84927271,12.39945166,11.72770396,13.62158545,11.6958547,10.72147818,10.51874078,13.22155856,11.69311765
27,0.029,0.587801607,1158.7670663,-4.79847897,0.09913166,4.90838797,15.18225302,13.95581023,14.30275029,14.27527613,12.7180504,11.85900997,14.00712723,11.88180523,10.92929685,10.69313232,13.57765197,11.88087805
28,0.029,0.744380301,1064.22438957,-4.95998884,0.09758226,4.92207051,15.49497078,14.32335832,14.82388608,14.75349473,13.04858706,12.01387009,14.42616761,12.09196407,11.17177127,10.87469946,13.94639217,12.09118366
29,0.029,0.942668455,988.84527565,-5.09977914,0.09622447,4.93424151,15.80818072,14.67579776,15.25679892,15.20802925,13.32303699,12.17071724,14.79264759,12.29020079,11.40595627,11.0279583,14.25496324,12.2885104
30,0.029,1.19377664,921.41832225,-5.23349753,0.09501109,4.94526378,16.13044334,15.03012108,15.65564608,15.65787157,13.57253404,12.3280237,15.11742364,12.48045664,11.63018902,11.16379309,14.53084634,12.47822584
31,0.029,1.51177507,857.11308184,-5.36935575,0.09390229,4.95545993,16.48408955,15.39884715,16.06384208,16.13723594,13.81848409,12.49552094,15.43653311,12.67450498,11.85826436,11.29810323,14.79978456,12.67262148
32,0.029,1.91448198,791.17384587,-5.51775143,0.09289821,4.96479752,16.91705617,15.83607102,16.53701219,16.69798438,14.09387423,12.68974736,15.7977614,12.89372691,12.10643282,11.44204474,15.10091955,12.89235177
33,0.029,2.42446202,731.35569338,-5.66260239,0.09201876,4.97305951,17.35327392,16.26266879,17.00592774,17.25394415,14.36024881,12.87494934,16.1524387,13.10378924,12.33637528,11.57848411,15.3988806,13.10323551
34,0.029,3.07029063,681.45387043,-5.79279196,0.09123328,4.98050563,17.7720664,16.66844957,17.45106655,17.77746688,14.6085648,13.07504361,16.4802906,13.30358265,12.53970276,11.70099109,15.67858586,13.3040888
35,0.029,3.88815518,637.39572421,-5.9159986,0.09049297,4.98758256,18.19396218,17.08425619,17.91863331,18.34816029,14.87369459,13.24378595,16.8241033,13.50122649,12.74622874,11.82563825,15.97465974,13.50249349
36,0.029,4.92388263,593.13776488,-6.04759174,0.08980641,4.99419756,18.65102648,17.54468783,18.43324355,18.98200707,15.16242894,13.43160966,17.20845111,13.71474529,12.96740462,11.95797595,16.30671338,13.71470986
37,0.029,6.23550734,552.73920019,-6.17619437,0.08918366,5.00024161,19.12392341,18.03342071,18.96982744,19.68718462,15.47792841,13.64523959,17.61909063,13.94174477,13.20279738,12.09491253,16.66483297,13.94103272
38,0.029,7.89652287,519.19588895,-6.29052373,0.08861401,5.00580747,19.53632321,18.4712713,19.45069353,20.32911658,15.76002557,13.83532868,17.99427407,14.14876328,13.40023783,12.21173367,16.99619508,14.14661451
39,0.029,10.0,490.148025,-6.39575708,0.08808445,5.01101369,19.96144356,18.95483127,19.96031575,21.03944462,16.03962279,14.03727274,18.36040189,14.35679159,13.603224,12.31936593,17.32156447,14.35182311
0,0.001,0.001,865.42799351,-4.81854079,0.17365881,2.95902313,15.11331679,14.24421285,14.99581376,14.44713855,12.94914241,11.27241472,14.26665036,11.46102199,10.03910222,9.68093769,13.98318719,11.52367766
1,0.001,0.00126638017,829.69605935,-4.9188196,0.16833265,2.98607805,15.35812157,14.48577037,15.28794352,14.74344233,13.25693417,11.42891049,14.60899605,11.64376203,10.18596012,9.85107784,14.31570121,11.70795062
2,0.001,0.00160371874,791.89359273,-5.02588386,0.16336695,3.01208774,15.61895929,14.77158712,15.5984001,15.08276504,13.49266069,11.58822988,14.896525,11.8210146,10.37740423,9.99999153,14.57168583,11.88454415
3,0.001,0.00203091762,749.86563713,-5.14501282,0.15884219,3.03648459,15.9223967,15.09874269,15.94652268,15.43932433,13.76070027,11.755288,15.23649665,12.01556494,10.60491971,10.16588059,14.84043085,12.07896525
4,0.001,0.00257191381,708.16856041,-5.26703327,0.15475566,3.0591222,16.28583501,15.47282065,16.33692874,15.88742628,14.02091766,11.93058534,15.5804795,12.21788363,10.83180522,10.32034529,15.11088758,12.28176871
5,0.001,0.00325702066,669.5729072,-5.38547139,0.15104341,3.08021235,16.59772687,15.82748778,16.73417865,16.33108338,14.29135646,12.11465793,15.94191189,12.43061766,11.09032195,10.48055552,15.40144088,12.49126034
6,0.001,0.00412462638,631.32207116,-5.50738911,0.1476481,3.09995943,16.95931654,16.20806825,17.16211237,16.80566806,14.55770082,12.29885567,16.30164566,12.65137895,11.33949506,10.62518888,15.69492954,12.71047451
7,0.001,0.00522334507,594.83556078,-5.62911347,0.14456944,3.1182628,17.36298489,16.58842702,17.59803944,17.21523912,14.76969252,12.46208383,16.609647,12.81548718,11.57171296,10.77256961,15.92222509,12.87302622
8,0.001,0.00661474064,565.04774105,-5.73590495,0.14167681,3.13581724,17.71949794,16.95467179,18.00500117,17.6449975,15.00631573,12.62285933,16.93141614,12.99889896,11.79106398,10.90364053,16.1860569,13.05678344
9,0.001,0.0083767764,534.56688534,-5.84907425,0.13896059,3.15263154,18.11218039,17.34670281,18.50749841,18.17921752,15.28555382,12.82919431,17.290644,13.22593601,12.01180176,11.02818069,16.49365078,13.28937024
10,0.001,0.0106081836,503.75350709,-5.96813753,0.13643706,3.1685504,18.57145296,17.7913056,19.07797431,18.77712653,15.58776774,13.04202083,17.66018119,13.45025334,12.22606687,11.14912805,16.81489733,13.51670617
11,0.001,0.0134339933,475.31987199,-6.08417855,0.13408046,3.18368382,19.05571663,18.28788958,19.6773817,19.42451335,15.90440765,13.23154004,18.03944975,13.65664677,12.43528058,11.26654369,17.15046775,13.72284792
12,0.001,0.0170125428,447.83871629,-6.20196113,0.1318846,3.19802625,19.61233603,18.86668947,20.41776011,20.17469462,16.2540987,13.44540054,18.47361248,13.90042868,12.65405008,11.38557675,17.5370778,13.96436597
13,0.001,0.0215443469,425.11567308,-6.30634546,0.12978918,3.21193784,20.20620795,19.47331937,21.12070245,20.87496943,16.58411888,13.66264572,18.87729284,14.14079038,12.84604674,11.5030637,17.89875386,14.2042881
14,0.001,0.0272833338,402.5102534,-6.41478244,0.12778669,3.22544345,20.89275847,20.1727863,21.90316192,21.64492819,16.93107525,13.90425344,19.32068877,14.3907221,13.05127102,11.63102599,18.29912955,14.45231342
15,0.001,0.0345510729,385.91578253,-6.50142185,0.1258144,3.23895396,21.49969157,20.81159311,22.58361897,22.27528326,17.21697253,14.09765179,19.68992147,14.60354377,13.22008183,11.73653354,18.63358033,14.66273317
16,0.001,0.0437547938,369.04705714,-6.59279962,0.12384143,3.25268274,22.0554173,21.41665142,23.22249449,22.93523822,17.50549175,14.30378987,20.06996125,14.81455629,13.40651664,11.84720769,18.97924881,14.87153006
17,0.001,0.0554102033,351.38956346,-6.69166967,0.12190148,3.26639663,23.00677122,22.44811775,24.172197,23.88863475,17.91601387,14.57797439,20.61679556,15.09689232,13.65299304,11.99041781,19.47060572,15.14991216
18,0.001,0.0701703829,338.06217823,-6.77255577,0.11999113,3.28011613,23.6602136,23.15142845,24.75289505,24.53739376,18.19626052,14.76532351,20.98983926,15.28359833,13.8339713,12.09457299,19.81014824,15.33307538
19,0.001,0.0888623816,324.0703819,-6.86002714,0.11806652,3.29416106,24.51155104,24.00585416,25.39203688,25.4171145,18.52861695,14.9915518,21.47005521,15.51036738,14.06027453,12.22974676,20.24093478,15.55249613
20,0.001,0.112533558,309.42394319,-6.95448344,0.11616531,3.30826162,25.46556119,25.02079358,26.19657138,26.40260648,18.92287319,15.23810096,22.02428377,15.76761651,14.30684878,12.35862763,20.74019205,15.80360599
21,0.001,0.142510267,295.1253659,-7.0505618,0.11432382,3.32214153,26.58724239,26.07026821,26.94872994,27.50149562,19.34789652,15.50359611,22.61242084,16.03597904,14.55881987,12.4925868,21.27027037,16.06457568
22,0.001,0.180472177,281.63817729,-7.14549695,0.11253677,3.33582577,27.75380797,27.10581403,27.68795348,28.66852155,19.78263707,15.76646126,23.2271887,16.31034625,14.81695339,12.63273139,21.82296695,16.33095575
23,0.001,0.228546386,267.22079415,-7.25026428,0.11080247,3.34931538,28.97694602,28.17353093,28.48363663,30.02147439,20.28739335,16.07101034,23.92948093,16.6288611,15.10261193,12.77356382,22.4519969,16.64371461
24,0.001,0.289426612,252.1900897,-7.36387453,0.10915377,3.36233692,30.36124922,29.39396188,29.42089182,31.63092718,20.86955266,16.43683376,24.75517225,16.99543379,15.40182163,12.91838922,23.19980033,17.00071186
25,0.001,0.366524124,241.54334778,-7.45159319,0.107558,3.37512903,31.49952192,30.39695185,30.18260633,32.96331015,21.3480644,16.72828648,25.43890477,17.30327995,15.63841377,13.04391892,23.82028127,17.30268874
26,0.001,0.464158883,230.54403979,-7.54551782,0.10596379,3.38809953,32.85151609,31.62758182,31.11784501,34.60423668,21.93701655,17.08492687,26.2894889,17.67322914,15.89466483,13.16771252,24.60473742,17.66607306
27,0.001,0.587801607,218.50963891,-7.65146507,0.10441299,3.40090535,34.59266514,33.28648041,32.36724077,36.72492146,22.70107606,17.55803343,27.41659832,18.1555198,16.1874358,13.30103256,25.65826668,18.14198741
28,0.001,0.744380301,205.57878638,-7.76977792,0.10294057,3.41324131,36.70952283,35.68675381,34.15842521,39.45179859,23.76039279,18.20081074,29.02351293,18.8171687,16.50842558,13.45656642,27.20268182,18.79922452
0,0.053,0.001,2953.58857893,-1.58641723,0.61591161,3.58365415,7.31404858,6.6976623,6.16064561,5.83044404,5.39719786,5.39397142,5.62852485,5.37477941,5.17951211,5.0403583,5.50783444,5.36842186
1,0.053,0.00126638017,2953.45256428,-1.6045644,0.60322662,3.6017296,7.35968894,6.74348368,6.20677954,5.87626664,5.44264249,5.43951766,5.67388107,5.42028932,5.22482704,5.08591638,5.55321872,5.41393916
2,0.053,0.00160371874,2953.38455931,-1.61493502,0.59609666,3.61205701,7.38575498,6.7696478,6.23310439,5.90242445,5.46859457,5.46554223,5.69978803,5.44628895,5.25072025,5.11195105,5.5791384,5.43994181
3,0.053,0.00203091762,2953.29813575,-1.62680216,0.58805167,3.62385948,7.41555808,6.79955454,6.26318473,5.93231788,5.49825497,5.49529609,5.72940277,5.4760112,5.28032104,5.14171491,5.60876411,5.46966659
4,0.053,0.00257191381,2953.11255507,-1.64510587,0.57585559,3.64206325,7.46160474,6.84573592,6.30962336,5.97846572,5.54403422,5.54123802,5.77512635,5.52189891,5.3260132,5.18765994,5.65449577,5.51555644
5,0.053,0.00325702066,2952.76181342,-1.67891874,0.55400648,3.67566059,7.54662245,6.93095657,6.39523543,6.06358427,5.62850441,5.62609071,5.85952868,5.60662785,5.41038905,5.27251657,5.73889204,5.60028313
6,0.053,0.00412462638,2951.75290957,-1.76343172,0.5029836,3.75958252,7.7592913,7.14384604,6.60865858,6.27601069,5.83945034,5.83850005,6.07052109,5.81857952,5.62146418,5.48488286,5.94973997,5.81219428
7,0.053,0.00522334507,2951.1146996,-1.91214411,0.4240137,3.90793332,8.13364056,7.51847002,6.98296402,6.64947526,6.21109409,6.21370691,6.44256957,6.1926531,5.99446316,5.8601729,6.32132607,6.18613894
8,0.053,0.00661474064,2947.87135325,-2.036131,0.36841788,4.03001172,8.44553178,7.82908438,7.29294404,6.95895511,6.51861637,6.52559961,6.75137672,6.50323417,6.30361849,6.17156553,6.62920937,6.49647628
9,0.053,0.0083767764,2936.62668035,-2.14656597,0.32692293,4.13380054,8.72255878,8.10202178,7.56607927,7.23046964,6.78607808,6.79844248,7.02172193,6.7744779,6.57177951,6.44196799,6.89774188,6.76734538
10,0.053,0.0106081836,2924.94504585,-2.24591417,0.29392686,4.2262135,8.97159794,8.34634981,7.81026561,7.47350797,7.02526058,7.04381595,7.2641983,7.01802113,6.81219415,6.68473417,7.13818712,7.01044245
11,0.053,0.0134339933,2912.58521757,-2.33802093,0.26660154,4.31096585,9.20244057,8.57187244,8.03556596,7.69789494,7.24574609,7.27122123,7.48831892,7.2433827,7.03425625,6.90922529,7.3600873,7.23529758
12,0.053,0.0170125428,2893.53167785,-2.42933665,0.24316909,4.39087546,9.43084911,8.7923558,8.25671168,7.91714048,7.45909036,7.49328982,7.70681674,7.46286703,7.24878608,7.12642404,7.57547612,7.45411254
13,0.053,0.0215443469,2876.20538955,-2.51475393,0.22304981,4.46588639,9.64483924,8.99826063,8.46274212,8.12212829,7.65892212,7.70288246,7.91193118,7.66958782,7.4508083,7.33143517,7.77741145,7.66008893
14,0.053,0.0272833338,2854.04894855,-2.60010113,0.20532892,4.53779268,9.85850809,9.20155147,8.66676612,8.32454874,7.85469271,7.91054632,8.11431308,7.87374323,7.64884091,7.53281578,7.97582024,7.86332518
15,0.053,0.0345510729,2819.57715132,-2.69011543,0.18967182,4.6066856,10.0836773,9.41090701,8.87845605,8.53280835,8.05241683,8.12478844,8.3219043,8.08310706,7.84850817,7.73667633,8.17748397,8.07137638
16,0.053,0.0437547938,2785.66061506,-2.77696042,0.17582536,4.67252946,10.30210725,9.61249969,9.08185307,8.73335887,8.24227469,8.332937,8.52196786,8.28588071,8.04104177,7.93354661,8.37134622,8.27270536
17,0.053,0.0554102033,2743.81603842,-2.86660412,0.16346308,4.73585125,10.52949806,9.8171351,9.28867169,8.93733675,8.43239485,8.54895918,8.7253563,8.49429341,8.23537654,8.13333544,8.56656787,8.47910251
18,0.053,0.0701703829,2694.79096088,-2.95855177,0.15244066,4.79648958,10.76656992,10.02480695,9.49852823,9.14446961,8.62215158,8.77231468,8.93125107,8.707539,8.43031679,8.33447427,8.7623616,8.68983448
