,mass,age,temperature,luminosity,radius,gravity,mko_y,mko_j,mko_h,mko_k,mko_lp,mko_mp,w1,w2,w3,w4,irac_ch1,irac_ch2
19,0.066,0.0888623816,2814.0298725,-2.86975969,0.15484368,4.87817152,10.54505119,9.85272346,9.30629556,8.97499907,8.49315568,8.60516311,8.77298144,8.55226338,8.31242296,8.21137012,8.62199558,8.53771531
20,0.066,0.112533558,2766.28815768,-2.95946165,0.14450876,4.93816985,10.77442962,10.05520898,9.51049547,9.17684554,8.67877742,8.81939391,8.9731976,8.75798613,8.50245521,8.40640752,8.81318456,8.74122581
21,0.066,0.142510267,2712.05411409,-3.05135704,0.13525408,4.99565739,11.01405294,10.26079995,9.71747207,9.38204835,8.86408093,9.04232657,9.17597597,8.96931724,8.69359165,8.60379436,9.00493804,8.94978043
22,0.066,0.180472177,2647.08027309,-3.14814311,0.12700597,5.05030989,11.28149417,10.47888455,9.93151436,9.59648855,9.05134294,9.28565833,9.38529333,9.19446156,8.88944301,8.81094122,9.19996441,9.17068958
23,0.066,0.228546386,2571.00454318,-3.25024745,0.11970077,5.10176667,11.56734192,10.7065393,10.15500864,9.81910827,9.24139051,9.54672849,9.60181844,9.43252981,9.08941071,9.02640907,9.3992918,9.40337678
24,0.066,0.289426612,2487.64435658,-3.35490008,0.11334599,5.14914751,11.87833121,10.94219438,10.37953766,10.04833271,9.42829631,9.83256001,9.81833453,9.68408121,9.28960214,9.24772941,9.59610191,9.6479174
25,0.066,0.366524124,2394.13750589,-3.46502001,0.10779929,5.19272841,12.22073476,11.19211045,10.61221544,10.29238409,9.61629804,10.13847406,10.03771544,9.94561981,9.48624739,9.46085313,9.79483603,9.90174189
26,0.066,0.464158883,2286.56455576,-3.58389686,0.10306434,5.23174314,12.6081723,11.46601848,10.86164409,10.56267359,9.81137829,10.45006478,10.26697601,10.21190622,9.67460876,9.65759509,10.00379447,10.15996116
27,0.066,0.587801607,2180.97536363,-3.70074715,0.09902505,5.26646817,12.99475025,11.74001415,11.10831349,10.83979721,10.00792787,10.71894518,10.50379849,10.44897063,9.84220369,9.82264068,10.22295558,10.39182829
28,0.066,0.744380301,2075.40490422,-3.81815525,0.09553218,5.29765943,13.37608939,12.01780313,11.35920657,11.1336413,10.22153197,10.95773778,10.77825629,10.66879261,10.00084757,9.9686394,10.47723892,10.60843869
29,0.066,0.942668455,1962.34767599,-3.94310316,0.09253925,5.32530684,13.75644607,12.31008793,11.62902549,11.46367093,10.47708263,11.17551372,11.12834385,10.88135615,10.15873129,10.10302806,10.79946332,10.82037178
30,0.066,1.19377664,1849.2404268,-4.07053392,0.08998811,5.34958845,14.09158746,12.59910232,11.91777974,11.83371489,10.78724838,11.36550716,11.56696703,11.08108302,10.31420373,10.22853515,11.20109839,11.02297232
31,0.066,1.51177507,1740.9173859,-4.19668249,0.08780702,5.37089993,14.34531667,12.86421021,12.22758649,12.23519083,11.12714765,11.53388131,12.03865814,11.27070732,10.46778241,10.35432443,11.63715367,11.21853334
32,0.066,1.91448198,1637.26334191,-4.32244945,0.08589572,5.39001531,14.5611006,13.11705787,12.56252435,12.66551914,11.48244941,11.68591307,12.50428583,11.45486529,10.61816604,10.47943084,12.08051975,11.41145152
33,0.066,2.42446202,1541.10135038,-4.4447414,0.08421467,5.40718273,14.73370179,13.33309431,12.92426376,13.08099425,11.82098917,11.80495082,12.91184062,11.61823454,10.76541295,10.61214211,12.48536754,11.58458851
34,0.066,3.07029063,1454.93605609,-4.56053776,0.08269129,5.4230386,14.91251745,13.54029006,13.3018526,13.47170747,12.14321818,11.90827827,13.28241213,11.76940162,10.910806,10.74941084,12.86200518,11.74463053
35,0.066,3.88815518,1362.99555639,-4.68897078,0.08127269,5.43806888,15.09032087,13.76345882,13.75034417,13.88692604,12.4671434,12.00946317,13.66146849,11.93128682,11.08396311,10.91060911,13.23260662,11.91230024
36,0.066,4.92388263,1270.27954996,-4.82478242,0.08002715,5.45148353,15.31605791,14.01363424,14.21308668,14.30402171,12.76905092,12.12169181,14.02761293,12.10113332,11.27277411,11.07087723,13.57451058,12.08479554
37,0.066,6.23550734,1200.63040062,-4.93491027,0.07891321,5.46365879,15.51693501,14.2423015,14.5807124,14.6577308,12.99552824,12.22804762,14.31143821,12.24846862,11.44191937,11.20076188,13.82864304,12.23218978
38,0.066,7.89652287,1139.26572097,-5.03861443,0.0777791,5.47623234,15.72776552,14.4729883,14.89622102,14.98150212,13.18576462,12.33474827,14.55320891,12.38586686,11.60222803,11.31569897,14.04013414,12.36892661
39,0.066,10.0,1074.43767997,-5.15375898,0.07659164,5.48959548,15.98417762,14.74769289,15.24225929,15.35188968,13.3955328,12.4617097,14.82269432,12.5429923,11.78663467,11.44102345,14.27286005,12.5252767
0,0.0005,0.001,598.31821926,-5.44534603,0.17655689,2.64361673,16.95825481,16.20418867,17.23740972,16.76008161,14.47053233,12.06506683,16.20662228,12.42636983,10.96140447,10.25322456,15.63156588,12.5020233
1,0.0005,0.00126638017,573.58170683,-5.54359364,0.17156841,2.66850978,17.28262602,16.52387624,17.60851866,17.11647891,14.67393518,12.22405345,16.49146573,12.59356465,11.18087029,10.3959141,15.85605839,12.66963023
2,0.0005,0.00160371874,548.47255472,-5.6455699,0.16685346,2.69271568,17.63272004,16.87309463,18.01503454,17.53137988,14.90465175,12.39246952,16.79912567,12.77906993,11.40372483,10.53357753,16.11084178,12.85739938
3,0.0005,0.00203091762,523.77650221,-5.74912343,0.16239988,2.7162152,18.01260342,17.23656459,18.46873167,17.97826395,15.15377864,12.58218262,17.11721037,12.96930553,11.62638514,10.67301173,16.37273419,13.04989037
4,0.0005,0.00257191381,498.83091454,-5.85651383,0.15822252,2.738848,18.42336171,17.65188608,18.96083137,18.47814864,15.41901251,12.77000104,17.44410675,13.16804768,11.83910493,10.7992071,16.65302013,13.24858069
5,0.0005,0.00325702066,476.09368684,-5.95951318,0.15426862,2.76082974,18.84335091,18.07803041,19.44791394,18.96826384,15.67739931,12.93815479,17.75714992,13.35232899,12.03146136,10.91819237,16.9229391,13.43228362
6,0.0005,0.00412462638,453.07421029,-6.06683651,0.1505488,2.78203075,19.38173344,18.61921294,20.09735841,19.62411712,15.99449756,13.13311423,18.15702626,13.57976682,12.2527912,11.04573997,17.2703358,13.65641306
7,0.0005,0.00522334507,432.43059893,-6.16847779,0.1470136,2.80266924,19.92960399,19.16365795,20.73246862,20.23621866,16.29605915,13.32957474,18.52207814,13.80525477,12.44518685,11.16857887,17.59309225,13.88045262
8,0.0005,0.00661474064,411.66116789,-6.2740527,0.14365686,2.82273277,20.51629993,19.73865948,21.39018856,20.88805985,16.60163954,13.57551739,18.90326653,14.05268244,12.63581391,11.30185617,17.93630783,14.1273822
9,0.0005,0.0083767764,393.77499372,-6.37078787,0.14045523,2.84230856,21.16856068,20.39675117,22.17034382,21.62646038,16.9417515,13.79720963,19.33503969,14.29822808,12.84415345,11.43204788,18.3276015,14.3687415
10,0.0005,0.0106081836,379.3124676,-6.45568163,0.13727613,2.86219518,21.75054299,20.99035576,22.82939406,22.23239556,17.22519174,14.00453262,19.68690872,14.51429523,13.02679553,11.55024823,18.64742145,14.58508142
11,0.0005,0.0134339933,364.18249809,-6.54637816,0.13415288,2.88218484,22.21119867,21.49349342,23.4112431,22.79968365,17.47638041,14.18987345,20.02699115,14.70106066,13.20099182,11.66153788,18.95450924,14.76745193
12,0.0005,0.0170125428,349.05002838,-6.63993273,0.1311249,2.90201453,23.18135809,22.54565673,24.45943338,23.76891822,17.90921794,14.47519495,20.59540544,14.99573503,13.46232658,11.82384633,19.47064112,15.05695557
13,0.0005,0.0215443469,337.66345967,-6.71743585,0.12815521,2.92191271,23.63520972,23.05022457,24.92577708,24.20638913,18.13619398,14.63858448,20.86827149,15.15598373,13.61067463,11.91807678,19.72293416,15.21656559
14,0.0005,0.0272833338,325.27227241,-6.8026755,0.1251953,2.94220902,24.54133859,23.96540065,25.64408859,25.09087871,18.46497815,14.87757936,21.36184353,15.40142137,13.85350758,12.0705713,20.16280377,15.45430843
15,0.0005,0.0345510729,311.77256552,-6.89666051,0.12229826,2.96254454,25.39152929,24.93778693,26.48537515,25.97476537,18.85589857,15.10731122,21.89051772,15.64540977,14.09902885,12.20512334,20.64461908,15.69128476
16,0.0005,0.0437547938,297.913057,-6.99554565,0.11952786,2.98244622,26.45872546,25.98391135,27.23325839,26.96928573,19.26280744,15.3768639,22.44218814,15.92610219,14.353397,12.34486168,21.14211524,15.96681869
17,0.0005,0.0554102033,286.11222746,-7.08493534,0.11691885,3.00161579,27.64986755,27.09040923,28.00628419,28.08403726,19.6955262,15.63114414,23.04818826,16.18862655,14.61965964,12.49930089,21.68929986,16.2199795
18,0.0005,0.0701703829,273.68833236,-7.18112303,0.11438277,3.02066353,28.73179701,28.03581337,28.68475806,29.15240405,20.11802363,15.89987251,23.62286029,16.47400103,14.86675846,12.64309772,22.20498757,16.50256051
19,0.0005,0.0888623816,260.46958995,-7.285721,0.11195755,3.03927774,29.89416158,29.04438714,29.43957349,30.40241008,20.58674159,16.17426972,24.27961783,16.76344719,15.14068968,12.78011478,22.78952595,16.78107793
20,0.0005,0.112533558,247.94277158,-7.38918389,0.10967923,3.05713631,31.152558,30.14631591,30.29869697,31.83282724,21.12643076,16.51312866,25.03148329,17.10520496,15.4182752,12.92952127,23.47500176,17.117029
21,0.0005,0.142510267,238.74862318,-7.47266532,0.10745056,3.07496689,32.23863519,31.08837115,31.02631808,33.0694724,21.58826228,16.79046412,25.67545166,17.40778696,15.65047943,13.06509326,24.05790076,17.41389764
22,0.0005,0.180472177,228.62484376,-7.56590485,0.10525295,3.09291639,33.49044482,32.22269897,31.91901625,34.60572786,22.15415448,17.13611814,26.48123344,17.76683174,15.90208712,13.19067192,24.80031399,17.7669257
23,0.0005,0.228546386,217.41007511,-7.67093518,0.10313445,3.11057735,35.11587812,33.77088751,33.11239731,36.64561569,22.89793251,17.59047493,27.58445639,18.23683226,16.20771856,13.33244201,25.82013931,18.22956015
24,0.0005,0.289426612,205.44788419,-7.78610106,0.10115094,3.12744459,37.18209344,36.08838672,34.86143723,39.25714138,23.93308224,18.21493385,29.12239925,18.88245819,16.52372521,13.49126634,27.29292422,18.87078458
0,0.052,0.001,2948.49231389,-1.60101159,0.60774746,3.58697216,7.3502272,6.7327814,6.19748858,5.86556522,5.43020654,5.42637144,5.66187118,5.40733876,5.21080348,5.07143681,5.54097755,5.40101346
1,0.052,0.00126638017,2948.2886463,-1.62022263,0.59453269,3.60606624,7.39852969,6.78124898,6.24626386,5.91401031,5.47824723,5.47454163,5.70983653,5.45546377,5.25871521,5.1196065,5.58896199,5.44914422
2,0.052,0.00160371874,2948.15287571,-1.63074889,0.58742009,3.61652056,7.42501103,6.80780745,6.2729828,5.94054901,5.50456165,5.50093844,5.73611802,5.48183241,5.28496403,5.1459976,5.61524891,5.47551493
3,0.052,0.00203091762,2948.01711138,-1.6423157,0.57970666,3.62800138,7.45407811,6.8369557,6.30229028,5.96966967,5.53344679,5.52992739,5.76497123,5.5107866,5.31379189,5.17498427,5.64410552,5.50447036
4,0.052,0.00257191381,2947.76957399,-1.65988546,0.56818968,3.64543128,7.49827111,6.88124986,6.34681352,6.01390944,5.57732293,5.57398148,5.8088122,5.5547819,5.35758813,5.21902395,5.68794366,5.54846592
5,0.052,0.00325702066,2947.3383835,-1.69176166,0.54788085,3.67704568,7.57842396,6.96154967,6.42744484,6.09407501,5.65686716,5.65393104,5.88832345,5.63460084,5.43705727,5.29895,5.76743122,5.62827961
6,0.052,0.00412462638,2946.32058466,-1.7690828,0.50155552,3.75377969,7.77302809,7.15630855,6.62259951,6.2883394,5.84978854,5.8482807,6.08133596,5.82850121,5.63014363,5.49322287,5.96028288,5.82213862
7,0.052,0.00522334507,2945.23972114,-1.91789563,0.42288967,3.90196419,8.14754279,7.53101879,6.99701265,6.66181913,6.22133373,6.22339952,6.45337384,6.2024696,6.00297351,5.86829326,6.33180577,6.19597735
8,0.052,0.00661474064,2941.97817669,-2.0439662,0.3665699,4.02610702,8.46463194,7.84678256,7.3120188,6.97640243,6.53399532,6.54065096,6.76741169,6.51834032,6.31741814,6.18504291,6.6448634,6.51158961
9,0.052,0.0083767764,2930.40958117,-2.15580734,0.32484012,4.13107966,8.7451032,8.12301454,7.5884068,7.25116727,6.80463959,6.81690213,7.04107708,6.79292352,6.58883975,6.45876576,6.91663307,6.78578061
10,0.052,0.0106081836,2918.38372755,-2.25604204,0.29182374,4.22417827,8.99637926,8.36939944,7.83461828,7.49623401,7.04577933,7.06448342,7.28565874,7.03860187,6.83129816,6.70364242,7.15909514,7.03099215
11,0.052,0.0134339933,2905.43838963,-2.34897311,0.26455076,4.30940245,9.22929872,8.5966923,8.06169914,7.72237493,7.26787114,7.29385394,7.51159843,7.26582866,7.05505837,6.92992555,7.38268771,7.25768168
12,0.052,0.0170125428,2884.29404262,-2.44178851,0.24123815,4.38952832,9.46140429,8.81996385,8.28587764,7.94436206,7.48334524,7.51883925,7.73280546,7.48799724,7.27170374,7.14943588,7.60044286,7.47911332
13,0.052,0.0215443469,2867.9824993,-2.52663734,0.22128839,4.46450351,9.67396545,9.02461821,8.49044536,8.14817204,7.68234789,7.72775024,7.93701239,7.6939978,7.47318901,7.35399187,7.80151492,7.68436187
14,0.052,0.0272833338,2843.29436996,-2.61366733,0.20368188,4.53651458,9.89182116,9.23101397,8.69793212,8.35363452,7.88036138,7.93857628,8.14231652,7.90103439,7.67336416,7.55771701,8.00243839,7.89040309
15,0.052,0.0345510729,2808.96222673,-2.7034684,0.1881886,4.60523347,10.11663539,9.43992322,8.9091577,8.56142965,8.07763148,8.15260571,8.3495464,8.11011326,7.87265541,7.76128184,8.20367628,8.09815269
16,0.052,0.0437547938,2773.43150583,-2.79129485,0.17448134,4.67092194,10.33757692,9.64306623,9.11431592,8.76357861,8.26848395,8.36306989,8.55118963,8.31482678,8.06638072,7.95956832,8.39874304,8.30131943
17,0.052,0.0554102033,2730.18063067,-2.88165801,0.16226412,4.73397531,10.56712952,9.84878038,9.32248778,8.96880382,8.45925944,8.58116477,8.75587922,8.52489848,8.26157133,8.1603112,8.59485092,8.50928832
18,0.052,0.0701703829,2679.14545381,-2.97471935,0.15137958,4.79428559,10.80979863,10.05930274,9.53424987,9.17810674,8.64991536,8.80858732,8.96356924,8.74114204,8.45788449,8.36367857,8.79181319,8.72275478
19,0.052,0.0888623816,2620.20287347,-3.07077614,0.14169906,4.85168514,11.06518844,10.27510388,9.75022811,9.39119465,8.84064242,9.04676873,9.17480562,8.96485253,8.65573915,8.57111307,8.99000342,8.94279653
20,0.052,0.112533558,2551.30059002,-3.1715883,0.13307981,4.90619472,11.34357805,10.50157067,9.97397084,9.61304548,9.03342233,9.30605855,9.39248187,9.20299029,8.85837547,8.78872405,9.19158061,9.17597018
21,0.052,0.142510267,2472.7218541,-3.27759743,0.12539449,4.95786302,11.64752345,10.73951384,10.20527934,9.84553813,9.22877629,9.59548352,9.61715434,9.46046728,9.0671227,9.01774127,9.3969342,9.42685394
22,0.052,0.180472177,2385.26045038,-3.38824537,0.11863931,5.00596252,11.98310819,10.9913003,10.44269375,10.09121414,9.42408382,9.90539876,9.84331863,9.72856871,9.27281128,9.24094505,9.6027522,9.68737845
23,0.052,0.228546386,2275.68965718,-3.51391367,0.11278476,5.04991837,12.38561392,11.28020042,10.70853643,10.37454223,9.63376138,10.24092387,10.08817069,10.01646473,9.47841555,9.45748215,9.82605485,9.96663862
24,0.052,0.289426612,2164.1617435,-3.64044373,0.10780004,5.08918068,12.80213098,11.57619772,10.97663056,10.67140197,9.84649822,10.54218237,10.34214764,10.28103792,9.66470849,9.64310171,10.0607917,10.22505209
25,0.052,0.366524124,2051.1317418,-3.76912126,0.10348638,5.1246515,13.22027452,11.88113735,11.25120622,10.99204195,10.08116593,10.80754662,10.64355466,10.5253736,9.84146881,9.80588666,10.33975111,10.46573894
26,0.052,0.464158883,1929.89390536,-3.90662654,0.09977941,5.15633681,13.63878984,12.20294137,11.54923558,11.35607739,10.36400363,11.05445711,11.03147604,10.76583343,10.01945543,9.95740596,10.69586625,10.70501396
27,0.052,0.587801607,1805.03936802,-4.05070831,0.0966258,5.18423226,14.01128641,12.52899472,11.87717245,11.78031144,10.71877212,11.26834043,11.53324864,10.99265028,10.19599476,10.09869715,11.1548072,10.93550921
28,0.052,0.744380301,1689.26912636,-4.19039682,0.09393719,5.20874324,14.29657683,12.82545285,12.22140916,12.23536155,11.10027061,11.45338161,12.05810603,11.20345583,10.36512685,10.23590447,11.64176435,11.15384605
29,0.052,0.942668455,1576.44954022,-4.33230206,0.09160535,5.23057609,14.524807,13.10181855,12.61516538,12.72957493,11.50417526,11.61647592,12.56734548,11.40852474,10.53510627,10.38034963,12.13635887,11.37008473
30,0.052,1.19377664,1474.15376538,-4.46830597,0.08957555,5.25003916,14.73832326,13.35117574,13.03450843,13.19549202,11.89084835,11.74864026,13.01416541,11.5909358,10.69791246,10.52944151,12.59315143,11.56458203
31,0.052,1.51177507,1380.96463095,-4.59957075,0.08775658,5.26785845,14.94750397,13.58919396,13.48079186,13.62364972,12.24259611,11.86010932,13.41544809,11.75885832,10.86841999,10.69252649,12.99844401,11.74068315
32,0.052,1.91448198,1278.85936284,-4.74894617,0.08616,5.2838063,15.15833831,13.85726606,14.00557622,14.08927125,12.60270442,11.98020754,13.83981973,11.94555354,11.07030565,10.87494652,13.40689519,11.93276912
33,0.052,2.42446202,1191.69783238,-4.88599147,0.08474245,5.29821561,15.39705603,14.13834046,14.47935004,14.52463593,12.90026902,12.10927334,14.20920024,12.128142,11.27835539,11.04098051,13.74157091,12.11623987
34,0.052,3.07029063,1101.64816954,-5.03509224,0.08352091,5.31082719,15.70073491,14.47242953,14.93153126,14.97458383,13.17287994,12.25178799,14.55623116,12.31646546,11.49788828,11.19590933,14.04496724,12.30408938
35,0.052,3.88815518,1027.48276444,-5.16751526,0.08243711,5.32217204,16.00656287,14.80338874,15.34088193,15.42027655,13.42095694,12.40105159,14.8816926,12.50099602,11.7153932,11.33650713,14.32240248,12.48781279
36,0.052,4.92388263,956.03306344,-5.30276151,0.08148772,5.33223327,16.35365806,15.16011252,15.74496298,15.88484472,13.65910001,12.56026121,15.19701867,12.69041829,11.93597,11.46947665,14.58726477,12.6759536
37,0.052,6.23550734,897.84956878,-5.42071861,0.08065896,5.34111239,16.67350056,15.47911339,16.09836399,16.30403362,13.86656355,12.70639275,15.46291272,12.85488275,12.12753366,11.58306406,14.81506487,12.84134302
38,0.052,7.89652287,853.58835121,-5.51701844,0.07987566,5.34958868,16.95549543,15.75284711,16.39494626,16.65706069,14.03675126,12.83227989,15.68459878,12.99411322,12.28490934,11.6789029,15.00193918,12.98108385
39,0.052,10.0,810.45473699,-5.61550747,0.07910628,5.35799568,17.26006417,16.04642475,16.71100282,17.03105533,14.21393219,12.96697101,15.9143632,13.13975176,12.44266392,11.77602871,15.19655185,13.12714383
0,0.034,0.001,2826.81334284,-1.90335771,0.46683067,3.63157707,8.10164075,7.4554148,6.95317432,6.58156192,6.09824108,6.08751598,6.34127341,6.0696987,5.84267375,5.69882789,6.21333004,6.06379427
1,0.034,0.00126638017,2823.71210017,-1.95703754,0.43980481,3.68337536,8.23644545,7.58918259,7.08641595,6.71434382,6.22997307,6.22161247,6.47429249,6.20312608,5.975203,5.83232826,6.34551773,6.19704714
2,0.034,0.00160371874,2821.74395454,-1.99055299,0.42374797,3.71567871,8.32055543,7.67256514,7.16942903,6.79713875,6.31213514,6.30541343,6.55732448,6.28646077,6.05796489,5.915747,6.42799192,6.28026053
3,0.034,0.00203091762,2820.76461672,-2.00698888,0.41610341,3.73149097,8.36174715,7.71337604,7.21004917,6.83766933,6.35235949,6.34648618,6.59799388,6.32729143,6.09850964,5.95662779,6.46837709,6.32102833
4,0.034,0.00257191381,2820.14638029,-2.01675619,0.41163049,3.7408786,8.38625693,7.73764275,7.23420514,6.86176805,6.37626616,6.37091223,6.62217522,6.35156886,6.12260757,5.98092908,6.49238347,6.34526725
5,0.034,0.00325702066,2819.39102515,-2.02841012,0.40636416,3.75206278,8.41548593,7.7665704,7.2630003,6.89049621,6.40476165,6.40004134,6.6510058,6.38051638,6.15133596,6.009904,6.52100101,6.37416775
6,0.034,0.00412462638,2818.12789537,-2.04643338,0.39836936,3.76932185,8.46073844,7.81131579,7.3075498,6.93492831,6.44880628,6.4450986,6.6955928,6.42528248,6.19573819,6.0546948,6.56524423,6.41885861
7,0.034,0.00522334507,2815.68504005,-2.07928659,0.38424378,3.80067968,8.54317996,7.89274882,7.38862711,7.01579561,6.52893646,6.52717278,6.77676564,6.50679595,6.27654883,6.13624135,6.64575901,6.50022739
8,0.034,0.00661474064,2809.09446836,-2.15888078,0.35224386,3.87620648,8.74279661,8.08948535,7.58450494,7.21121609,6.7224335,6.72592327,6.97307358,6.70402373,6.47187451,6.33351314,6.84030866,6.69706262
9,0.034,0.0083767764,2789.42885267,-2.32024234,0.29666833,4.02535275,9.14699943,8.48481036,7.97891689,7.60403,7.10957681,7.12653446,7.3678117,7.10071162,6.86288171,6.72926735,7.23038716,7.09272226
10,0.034,0.0106081836,2754.30052268,-2.46514882,0.25753321,4.14822837,9.50928312,8.83179063,8.32802917,7.94840534,7.44336348,7.47802512,7.71291685,7.44705423,7.1989287,7.07094279,7.56867339,7.43765545
11,0.034,0.0134339933,2723.73636254,-2.58539043,0.22929918,4.24908953,9.81059407,9.11793797,8.61570767,8.23313927,7.71891641,7.77243033,7.99932232,7.73603007,7.47810719,7.35582605,7.84854071,7.72514392
12,0.034,0.0170125428,2680.55472829,-2.70127396,0.20717849,4.33720669,10.10254448,9.387776,8.88874426,8.50122311,7.97313422,8.05248313,8.26818867,8.00868043,7.73582977,7.62039798,8.108504,7.99576865
13,0.034,0.0215443469,2636.2614426,-2.80884442,0.18924947,4.41582429,10.37473938,9.63578419,9.14005248,8.74784569,8.20514327,8.31289042,8.51579332,8.26156379,7.97232329,7.86426584,8.34656783,8.24638352
14,0.034,0.0272833338,2582.47227927,-2.91629766,0.17426132,4.48749367,10.65403133,9.88117377,9.38735177,8.99053157,8.42836872,8.57909691,8.75865255,8.51504505,8.20212663,8.10397088,8.57715278,8.49662805
15,0.034,0.0345510729,2518.01011913,-3.02569152,0.16160956,4.55296164,10.94305094,10.12735208,9.63557344,9.23319862,8.64643052,8.85630427,9.00084283,8.77341216,8.42809659,8.34338686,8.8041219,8.75080697
16,0.034,0.0437547938,2446.18412036,-3.13587711,0.15083689,4.61288006,11.24772466,10.37630897,9.88115701,9.4767152,8.8581332,9.15065948,9.24044997,9.04151638,8.65175204,8.58550559,9.02563444,9.01302302
17,0.034,0.0554102033,2364.1477311,-3.25113208,0.14141946,4.66887653,11.57811838,10.63780033,10.13541711,9.73181537,9.07162036,9.47174728,9.48534719,9.32620423,8.87714714,8.83108844,9.25002679,9.29022265
18,0.034,0.0701703829,2269.78344082,-3.37281435,0.13336943,4.71978214,11.94952902,10.91746538,10.39944626,10.00428996,9.28609966,9.80961911,9.73203813,9.61945701,9.09492836,9.0640203,9.47600254,9.57517882
19,0.034,0.0888623816,2161.86263829,-3.50330992,0.12650776,4.76566095,12.36657033,11.22023178,10.67859154,10.30259064,9.50788054,10.14354705,9.98990627,9.911161,9.30171495,9.27595309,9.71392511,9.85957281
20,0.034,0.112533558,2053.10143635,-3.63373033,0.12071008,4.80640678,12.79251788,11.52926677,10.957701,10.61801503,9.73913708,10.44017203,10.2767946,10.17850194,9.49326848,9.45936197,9.9793989,10.12170275
21,0.034,0.142510267,1937.99559929,-3.76993819,0.11581098,4.84239448,13.22259784,11.84824506,11.25084755,10.96758484,10.00320449,10.71633658,10.6289771,10.4384504,9.68113857,9.6258857,10.30290333,10.37827618
22,0.034,0.180472177,1826.28634323,-3.90520057,0.11160807,4.87450326,13.61080035,12.16573379,11.55020853,11.34551427,10.31164771,10.94030953,11.06030144,10.66715623,9.85668816,9.76880827,10.69711349,10.60809618
23,0.034,0.228546386,1704.52710333,-4.05350351,0.10800982,4.90296753,13.9653348,12.49523668,11.89688855,11.80886207,10.69964592,11.15081614,11.60627171,10.89804026,10.03756626,9.911803,11.19750336,10.84520772
24,0.034,0.289426612,1594.48975555,-4.19407114,0.10499094,4.92759052,14.23439428,12.7906036,12.26191327,12.29707841,11.09962345,11.33153265,12.13244887,11.11190762,10.20652053,10.04851683,11.69686471,11.06928449
25,0.034,0.366524124,1491.650336,-4.33190155,0.10236366,4.9496024,14.45395909,13.0585523,12.66403744,12.78793443,11.50502151,11.48617373,12.61222701,11.31078619,10.36893954,10.18864542,12.1828502,11.28157266
26,0.034,0.464158883,1403.50772033,-4.45788362,0.10001329,4.96977858,14.69813823,13.3030081,13.0637848,13.20499844,11.86558851,11.60845724,13.01196573,11.4774328,10.52066237,10.3335511,12.60303681,11.45935737
27,0.034,0.587801607,1296.73649351,-4.61327688,0.09797058,4.98770244,14.88524314,13.57952353,13.61551401,13.70270988,12.28146854,11.73233961,13.47996652,11.67075972,10.71616494,10.52274229,13.07732185,11.66288285
28,0.034,0.744380301,1227.26198111,-4.72528556,0.0961411,5.0040756,15.06185155,13.80074587,14.0305394,14.05392333,12.56586595,11.83842708,13.81607343,11.82423776,10.88363316,10.67571128,13.39780705,11.81958389
29,0.034,0.942668455,1122.66951734,-4.89496497,0.09450573,5.01897733,15.37913789,14.16490599,14.58140566,14.55352281,12.91033986,11.99155279,14.24248043,12.03802888,11.1273805,10.86488498,13.78165319,12.03418356
30,0.034,1.19377664,1038.40776094,-5.04300687,0.09315261,5.03150335,15.68710412,14.51791461,15.0493131,15.01594344,13.20339594,12.14487099,14.62406687,12.23794993,11.36171334,11.028085,14.11005882,12.2336813
31,0.034,1.51177507,967.94834292,-5.17636563,0.09194789,5.04280975,16.00114623,14.86364803,15.45513198,15.46126059,13.45667812,12.2991539,14.96102385,12.42847625,11.58616354,11.16906989,14.39348432,12.42316284
32,0.034,1.91448198,897.41138561,-5.31824808,0.09084803,5.05326218,16.35935588,15.24153899,15.8770613,15.95196166,13.71370945,12.46890515,15.29099571,12.62704473,11.82013422,11.30725325,14.67589503,12.62215667
33,0.034,2.42446202,830.89199588,-5.46159531,0.08985625,5.06279664,16.76644129,15.65046369,16.32254588,16.47820919,13.97213441,12.65046631,15.63138493,12.83516709,12.05827688,11.44643692,14.96067846,12.82970657
34,0.034,3.07029063,769.67025015,-5.60299632,0.08898438,5.07126564,17.18445771,16.06635879,16.77472626,17.01756027,14.23335664,12.83852531,15.97173255,13.04350894,12.28580473,11.58058731,15.24637753,13.03901013
35,0.034,3.88815518,715.04405396,-5.73856602,0.088202,5.07893629,17.61312143,16.481799,17.2328244,17.55829535,14.48627904,13.02043471,16.30755829,13.24266531,12.49831299,11.70906668,15.53044122,13.23941969
36,0.034,4.92388263,668.45040175,-5.86266075,0.08748897,5.08598658,18.01850649,16.87646112,17.66295365,18.07248247,14.72606648,13.20912109,16.6244897,13.43427536,12.69366591,11.82823648,15.80166539,13.4317646
37,0.034,6.23550734,625.61876195,-5.98424393,0.08683178,5.09253572,18.43885546,17.29470396,18.13544189,18.65418399,14.99233487,13.37751085,16.96990654,13.63131747,12.89811525,11.95125305,16.10048606,13.62867723
38,0.034,7.89652287,588.02814437,-6.09789061,0.08623517,5.09852433,18.83798674,17.70355064,18.58787453,19.22504323,15.24668128,13.54505237,17.30699394,13.82137605,13.09220314,12.06692882,16.39267034,13.81737596
39,0.034,10.0,556.0608437,-6.20062231,0.08567832,5.10415128,19.21669284,18.09951956,19.01761945,19.79955189,15.49923128,13.7206253,17.63525249,14.0049636,13.2834985,12.17902026,16.67937329,14.00007591
