,wave,flux,noise
0,1.1402,0.2698198853521975,0.1661291919491945
1,1.14485,0.2709052407826117,0.16278411903650583
2,1.1495,0.28988900945026036,0.16587459866197082
3,1.15415,0.6895277294522001,0.19937079087586151
4,1.1588,0.45223052007750947,0.15866011189981147
5,1.16345,0.4686911884455059,0.15567672310151198
6,1.1681,-0.059728898560739686,0.15119103185042845
7,1.17275,0.19541550230649393,0.1479884099436864
8,1.1774,0.30320615792462013,0.14563241174604521
9,1.18205,0.1862589334965963,0.14499693881880837
10,1.1867,0.3263713182476708,0.1415124457726401
11,1.19135,0.39859125047736244,0.13823001089093503
12,1.196,0.36811380724055226,0.13673073931061794
13,1.20065,0.42234874430953695,0.13459296393059705
14,1.2053,0.3877802294168399,0.13238547848383636
15,1.20995,0.7031187677684898,0.13254914559705155
16,1.2146,0.5708843277625898,0.1306386856520518
17,1.21925,0.4528969079039092,0.12930106060330526
18,1.2239,0.598406165198714,0.1284574677666713
19,1.22855,0.6866266793559194,0.12698345345691212
20,1.2332,0.7876548523257905,0.1294546248082973
21,1.23785,0.7950743270957977,0.13390192500813283
22,1.2425,0.8184241685811677,0.14581729496652907
23,1.24715,0.6877689141596299,0.14629516252548458
24,1.2518,0.7235208837215881,0.1213328968876981
25,1.25645,0.7796292030623936,0.12093989375781712
26,1.2611,0.6743905420614378,0.12059235371494037
27,1.26575,0.6984031343262471,0.11957297027522341
28,1.2704,0.7369523971170341,0.11809592509299727
29,1.27505,0.9608088994497954,0.12798263108018273
30,1.2797,1.0,0.12666622213870482
31,1.28435,0.7908033226444564,0.11406587500277829
32,1.289,0.7716938737985116,0.11330714659521889
33,1.29365,0.7130691220774811,0.11347384458090105
34,1.2983,0.7478134275732612,0.15149108822465635
35,1.30295,0.7060377000123255,0.13644886817119176
36,1.3076,0.7655090754424568,0.10951552513906652
37,1.31225,0.6674298403538442,0.10822639404979117
38,1.3169,0.6447527515270546,0.10710800210948723
39,1.32155,0.6686377440610054,0.10685340882226357
40,1.3262,0.7267484598116414,0.10752828309157074
41,1.33085,0.42097272820954235,0.1040963251681629
42,1.3355,0.388335990398196,0.10264958871060623
43,1.34015,0.3690843936335514,0.10196663211472054
44,1.3448,0.2571487168296266,0.10102908223161118
45,1.34945,0.24906507687302865,0.10066901458253773
46,1.3541,0.16187809022705277,0.10032490952845687
47,1.35875,0.2634905143794693,0.09966801843578692
48,1.3634,0.19591448494363586,0.10066073019779473
49,1.36805,0.17382821418973665,0.0992914830463097
50,1.3727,0.1131639883856967,0.09967165548274726
51,1.37735,-0.010680693544443703,0.09911235848351306
52,1.382,0.10354773725164526,0.09919358586562728
53,1.38665,0.10281921653967309,0.09853224949333915
54,1.3913,0.1538946711200286,0.0985937762044182
55,1.39595,0.21518103401245084,0.10695140703202824
56,1.4006,0.02727371001016353,0.09804579446239393
57,1.40525,0.09874309718795651,0.09657784189756863
