,wave,flux,noise
0,1.018094,0.7302218937661634,0.002334102024168585
1,1.020359,-0.06029903410027528,0.0024257000452566108
2,1.022623,-0.7028267547567606,0.0023016651421466864
3,1.024888,-0.4229920471583685,0.0024075820630970407
4,1.027153,1.0,0.0023436417345071114
5,1.029418,-0.3468272466848074,0.0024008333247655784
6,1.031683,0.37117190144454276,0.0023347740976953696
7,1.033949,0.2322475149658427,0.0024243278951394257
8,1.0362149999999999,0.0052517994996187775,0.0023071537426154276
9,1.038481,-0.1552379583530878,0.0025129762601932295
10,1.0407469999999999,-0.10114238228894183,0.0023031866419364905
11,1.043013,-0.10503588612316879,0.0024126879550296965
12,1.04528,0.18525578378597846,0.0023287534390179234
13,1.0475459999999999,0.0682400947594803,0.002442567223907998
14,1.0498129999999999,-0.11748928322982309,0.0022871502208390453
15,1.05208,0.07100442277018397,0.002412967985665857
16,1.054347,0.07490256824671876,0.0023156013334729294
17,1.0566149999999999,-0.031513167293330785,0.0023942712735248893
18,1.0588819999999999,-0.053591677848532374,0.0022900812081641897
19,1.06115,-0.006579342797426229,0.002416356356363396
20,1.063418,0.010844180041692348,0.002328622758054382
21,1.0656860000000001,0.11052545322498153,0.002452592320682536
22,1.067955,0.01938521418053692,0.0023353341589676902
23,1.070223,-0.00838407423194838,0.003363410633502907
24,1.072492,0.035423554725418346,0.00233660363118495
25,1.074761,0.004189339564326437,0.0024041750236904243
26,1.07703,0.020685440953775204,0.0023020945224554654
27,1.079299,0.03509660479280756,0.002413023991793089
28,1.081569,0.018270100033333552,0.002286375469412335
29,1.083839,0.01911235923019496,0.002376461325065096
30,1.086108,0.010196348244585138,0.0022762756978014884
31,1.088379,-0.002851589966685042,0.0023624131214843884
32,1.090649,0.006835198606790381,0.0022773024768007423
33,1.092919,0.02538928110088049,0.002427212210691876
34,1.0951899999999999,0.027945766597704425,0.002313361088383647
35,1.097461,0.015544384733279203,0.0023975569663225033
36,1.099732,0.010405271474672354,0.0022827444054967904
37,1.102003,0.014294949696960319,0.002393365841134638
38,1.104274,0.018639505867978575,0.0022956444834692407
39,1.1065459999999998,0.009459098008277362,0.0023810164900799693
40,1.108818,0.007655849702022064,0.002291341346026911
41,1.11109,0.01057151945718615,0.002394569972870127
42,1.1133620000000002,0.002465788342324386,0.002290015867682419
43,1.115634,-0.003824441406510517,0.0023530881013002513
44,1.117907,0.018294690532707197,0.002313939818365045
45,1.120179,0.023626695428085785,0.002438590788874522
46,1.122452,0.021134306611394288,0.0023226020993769364
47,1.124725,0.023707156831852285,0.002421592929259593
48,1.126998,0.014045545341264287,0.0023094406594774035
49,1.1292719999999998,0.029068665348807473,0.0024408123652547267
50,1.131546,0.014906089778525176,0.0023317404324703
51,1.1338190000000001,0.018943384029949942,0.0024214155765233587
52,1.136093,0.013159817611420967,0.0022919294103628477
53,1.138368,0.01252285987830403,0.002386150385076241
54,1.140642,0.005164540271627895,0.0022816429516612268
55,1.142917,0.01901507447728292,0.0024208835183146538
56,1.145191,0.01357647747444791,0.002299256878675708
57,1.1474659999999999,0.014291417090955756,0.0024090942285323064
58,1.149741,0.011931814686660493,0.002298631476921617
59,1.152017,0.007373138420896385,0.002384078158368655
60,1.154292,0.020510022667076265,0.0023176362227623607
61,1.156568,0.022244710191453982,0.0024107370749311134
62,1.158844,0.010609136289228079,0.002296055195068942
63,1.1611200000000002,0.016965657354833897,0.0028418255705907796
64,1.1633959999999999,0.012050333307223106,0.002291677382790303
65,1.165673,0.0063309163987026905,0.002367201645362729
66,1.167949,0.009253338424384208,0.002291621376663071
67,1.170226,0.01312084607357508,0.0023975196289043486
68,1.172503,0.0037130194229236745,0.002269452284633716
69,1.1747809999999999,0.011587001402123456,0.0023861410507217025
70,1.177058,0.014624797794318875,0.002289978530264264
71,1.1793360000000002,0.008226942296014757,0.0023756865736383856
72,1.181613,0.012037264809321139,0.002293002861134795
73,1.183891,0.014182201344509881,0.002395316721233221
74,1.1861700000000002,0.011320173471539748,0.002281773632624768
75,1.188448,0.015833471661971688,0.002391405626681516
76,1.190726,0.01526883331182246,0.002289194444483015
77,1.1930049999999999,0.015960434524610174,0.0026345562280594825
78,1.195284,0.01479437290306654,0.002347590166476971
79,1.197563,0.009362237848438593,0.0023932818319437896
80,1.199843,0.00938947584832506,0.0023169174774628825
81,1.202122,0.010929817176284561,0.0023673603293898867
82,1.204402,0.013394351682716379,0.002279122675935784
83,1.206682,0.01302119543944443,0.0023689191665978455
84,1.208962,0.007912392177488042,0.0022632076014473417
85,1.211242,0.008282603606611054,0.0023650267407552177
86,1.213522,0.00969009489541069,0.0022819323166519256
87,1.215803,0.0159237048900212,0.002478933869190679
88,1.218084,0.01549410309539299,0.0023076297946969
89,1.220365,0.006295476037122405,0.002376704018283101
90,1.222646,0.013512809215807596,0.0023118862603665365
91,1.224927,0.021580352775492976,0.0024285656920999842
92,1.227209,0.014481435855101438,0.0022919014072992315
93,1.229491,0.01181189925382505,0.00239638083765063
94,1.2317719999999999,0.025977334936321997,0.0023467220715048744
95,1.234055,0.010101439399692881,0.00236536277751861
96,1.236337,0.014574331624187266,0.0023222473939044667
97,1.2386190000000001,0.01464024677343547,0.00292760828880121
98,1.240902,0.017814046890315866,0.002333485956769032
99,1.243185,0.011654274458119,0.002515384523664208
100,1.245468,0.017395735546600354,0.002313911815301429
101,1.247751,0.013574155139996788,0.0032877090181942462
102,1.250035,0.014247504824094755,0.002301534461183145
103,1.252318,0.011380770736915779,0.0030229400517047065
104,1.254602,0.009835587031499211,0.0023644106733556654
105,1.256886,0.014813249584679533,0.002507067613770248
106,1.2591700000000001,0.008836155605062573,0.0028387919053657097
107,1.261455,0.023530147851180485,0.0024596864301319296
108,1.263739,0.0182423390141161,0.0023194657562519414
109,1.266024,0.01761681781700135,0.00245693279554302
110,1.268309,0.01674058785814604,0.002306528340861336
111,1.270594,0.01844736814145346,0.0024422498558536827
112,1.27288,0.01706852906280805,0.0023126516774387078
113,1.2751649999999999,0.01605541309162715,0.0024299658452807855
114,1.2774510000000001,0.020869168610048776,0.002462206705857372
115,1.2797370000000001,0.015924293473530145,0.002438628126292677
116,1.282023,0.015838003183926076,0.002351258567810671
117,1.284309,0.014889720093282533,0.002422031643922911
118,1.2865950000000002,0.014125133335600146,0.002332403171642546
119,1.2888819999999999,0.012577960954265714,0.0024031015729184765
120,1.291169,0.014135226845178983,0.002332281825033543
121,1.293456,0.013037730764366354,0.002423879846121569
122,1.295743,0.013140177925737911,0.0023261678228107107
123,1.298031,0.012715921471052286,0.0023888853509560735
124,1.300318,0.01807867759549556,0.002335996898139936
125,1.302606,0.020557209736588478,0.0024602651601133277
126,1.304894,0.013544621075888235,0.0023200724892969552
127,1.307182,0.012792050938046027,0.002439710911419163
128,1.3094700000000001,0.016343687177934038,0.0023396186277009423
129,1.3117590000000001,0.01673541510946388,0.002470271588178788
130,1.3140479999999999,0.012179974357802294,0.002321108602650748
131,1.316337,0.01804482342777712,0.00248322767227847
132,1.318626,0.013513665381664684,0.0023393199283557047
133,1.320915,0.019888156420456375,0.002469170134343224
134,1.323204,0.016052645749914357,0.0023495223778664774
135,1.325494,0.01576118531511401,0.0024523402931099915
136,1.327784,0.016106481312751386,0.0023330752451693306
137,1.330074,0.008291873927974272,0.0024305539096167224
138,1.3323639999999999,0.01286467964107696,0.0023809604839527374
139,1.334655,0.01146496499203477,0.0024422685245627605
140,1.336945,0.011115284608428458,0.00235881006063246
141,1.339236,0.005282126803306904,0.0024284163424273656
142,1.3415270000000001,0.007933998450720374,0.002317048158426424
143,1.343818,0.008028029850376666,0.002451808234901287
144,1.346109,0.006668646678300934,0.0023122876376116992
