#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0103         1.03434184214e-19         2.51120231354e-19
    1.0127         6.42185085365e-19         3.09568055765e-19
    1.0151         8.35488802194e-19          2.6226896826e-19
    1.0175         6.65981887413e-19         2.42476322191e-19
    1.0199         8.92142693645e-19         2.38662862403e-19
    1.0223         7.64523730624e-19         2.76174939851e-19
    1.0247         1.37239979708e-18         2.65172472335e-19
    1.0271          1.2163775575e-18         2.46046314362e-19
    1.0295         7.29482482818e-19         2.34442766795e-19
    1.0319         9.86039673052e-19         2.59693949248e-19
    1.0343         1.30606767114e-18         2.50970255804e-19
    1.0367         1.44815402228e-18         2.34788354885e-19
    1.0391         1.74154797072e-18         2.31379832672e-19
    1.0415          1.8192896707e-18          2.3991987072e-19
    1.0439         1.92374878644e-18         2.36624206677e-19
    1.0463         2.08634670643e-18         2.27591153753e-19
    1.0487         2.09761125496e-18         2.26704160577e-19
    1.0511         2.12159970538e-18         2.28965035936e-19
    1.0535         2.46563706571e-18         2.32471524762e-19
    1.0559         2.55662356614e-18         2.34793475307e-19
    1.0583         2.70297579654e-18         2.33026744302e-19
    1.0607         2.43650751274e-18         2.34505560223e-19
    1.0631         2.26487699364e-18         2.39377053974e-19
    1.0655         2.15012103356e-18         2.31154804012e-19
    1.0679         2.21855853309e-18         2.25585163707e-19
    1.0703         2.13083449104e-18         2.19784780182e-19
    1.0727         1.91074341926e-18         2.19800009798e-19
    1.0751         1.80594015678e-18         2.19743232133e-19
    1.0775         1.97177716176e-18         2.20210288043e-19
    1.0799         1.84878125949e-18         2.16058449113e-19
    1.0823         1.47605251131e-18         2.19483871324e-19
    1.0847         1.06796232748e-18         2.18568112781e-19
    1.0871         1.07873720934e-18          2.1298170006e-19
    1.0895         7.64602529654e-19         2.13158201557e-19
    1.0919         2.62738948535e-19         2.10599795725e-19
    1.0943         5.20677810246e-19         2.15789796766e-19
    1.0967         5.76828440878e-19         2.09572079274e-19
    1.0991        -1.99328502855e-20         2.09884102629e-19
     1.103         1.89481560897e-19         4.41993209137e-19
   1.10765         1.96236639866e-19         3.96610775343e-19
    1.1123        -3.99830600524e-19         3.53620849365e-19
   1.11695         3.07899569551e-19         3.34675714972e-19
    1.1216        -1.74324847495e-19         3.21089129949e-19
   1.12625         1.54331165865e-20         3.28531587319e-19
    1.1309         1.53453500961e-19         3.05594519488e-19
   1.13555         3.51624853385e-20         2.99041910649e-19
    1.1402        -1.01929350737e-19         2.94120540252e-19
   1.14485         -3.0081623087e-19         2.90900864466e-19
    1.1495         3.07778901822e-19         2.91915605541e-19
   1.15415         1.00966737909e-19         2.91858398753e-19
    1.1588        -2.21232018418e-19         2.85990889859e-19
   1.16345        -3.04850553892e-19         2.79601603448e-19
    1.1681        -2.58110364205e-19         2.72514994849e-19
   1.17275         1.81004782962e-19         2.73202008056e-19
    1.1774        -8.82524506224e-20         2.73812506747e-19
   1.18205        -2.96464430626e-19         2.53929014517e-19
    1.1867        -1.18324584631e-19         2.49635756412e-19
   1.19135         8.37737886492e-20         2.51368540528e-19
     1.196        -8.24173998057e-20            2.50317695e-19
   1.20065        -5.56328379183e-20         2.53735815476e-19
    1.2053        -3.84533336836e-19         2.37149772655e-19
   1.20995         2.53892490244e-20         2.35559656876e-19
    1.2146         3.82192299497e-19         2.38319210036e-19
   1.21925         2.31989275439e-20         2.37907886303e-19
    1.2239         2.37516299479e-19          2.2759406654e-19
   1.22855         2.40084539094e-19         2.23825775071e-19
    1.2332         7.02808356413e-19         2.22462291008e-19
   1.23785         7.02190681516e-19         2.21054431993e-19
    1.2425         9.84282324093e-19         2.18919579072e-19
   1.24715         1.36702336746e-18          2.1857498158e-19
    1.2518         1.46616582001e-18         2.17376552868e-19
   1.25645         2.24861875183e-18         2.18115066168e-19
    1.2611         2.65810449518e-18         2.19659183302e-19
   1.26575         2.87895519599e-18         2.20038975126e-19
    1.2704         2.82223820526e-18         2.18221443553e-19
   1.27505         2.12756704779e-18         2.13074831482e-19
    1.2797         1.35381464034e-18         2.06918999973e-19
   1.28435         1.05336301378e-18         2.04600627398e-19
     1.289         9.01803411916e-19           2.022930351e-19
   1.29365         7.21440405527e-19         2.00693815756e-19
    1.2983         6.03734262375e-19         1.99434724212e-19
   1.30295         1.74724631041e-19         1.96969597817e-19
    1.3076         1.65452004457e-19          2.0688483743e-19
   1.31225        -1.11132297423e-19         1.90994869797e-19
    1.3169        -1.48886259706e-19         1.91963176096e-19
   1.32155        -2.20061421084e-19          1.9003014305e-19
    1.3262        -2.64084497616e-19         1.91429715242e-19
   1.33085        -7.45863799457e-20          1.8286858698e-19
    1.3355        -1.16654526044e-19         1.81329901183e-19
   1.34015        -3.00165738016e-19         1.80785872229e-19
    1.3448        -3.02350311797e-19         1.84255576031e-19
   1.34945        -2.17985295536e-19         1.80198466277e-19
    1.3541        -2.38858884387e-20          1.7568430539e-19
   1.35875          -7.369670239e-20          1.7497872992e-19
    1.3634        -1.48686819115e-19         1.83766967938e-19
   1.36805        -2.12581005462e-19         1.84784710045e-19
    1.3727        -1.77151475566e-19         1.86192470526e-19
   1.37735        -2.11111798841e-19         1.76234244102e-19
     1.382         6.53506502616e-20         1.76128640814e-19
   1.38665          1.2808735987e-19         1.74220420346e-19
    1.3913        -6.94009274123e-20         1.84424058952e-19
   1.39595        -2.52563906713e-20         1.74673053997e-19
    1.4006        -3.68392366431e-19         1.72419864991e-19
   1.40525        -2.99045974524e-19         1.72058075208e-19
    1.4099        -1.60180812622e-19          1.7001842656e-19
   1.41455        -2.03219327927e-19         1.75879834467e-19
    1.4192        -9.98851428891e-20         1.68641399755e-19
   1.42385        -4.92344153997e-19         1.70644378745e-19
    1.4285        -3.85568152178e-19         1.76417725741e-19
   1.43315         -5.6398484144e-20         1.75101421506e-19
    1.4378        -1.42123306432e-19         1.75952427812e-19
   1.44245         -2.7371542169e-19         1.74419494816e-19
    1.4471        -4.58714257206e-20         1.71384498758e-19
   1.45175        -2.28480153823e-20           1.806141437e-19
    1.4564        -2.03129475618e-19         1.73071527405e-19
   1.46105        -2.50559249314e-19          1.7198516402e-19
    1.4657        -4.28233165222e-19         1.65779591067e-19
   1.47035        -2.04449099054e-19         1.79969439372e-19
     1.475        -3.37330865821e-20         1.68331262998e-19
   1.47965          6.7625275581e-20         1.63660409493e-19
    1.4843         4.96950462954e-20         1.63800780581e-19
   1.48895        -1.02892143278e-19          1.6614205031e-19
    1.4936        -4.94031162396e-19         1.64576219739e-19
   1.49825        -7.11764967321e-20         1.66942848037e-19
    1.5029        -1.84035857549e-19         1.60439438124e-19
   1.50755         1.36563242967e-19         1.60509069829e-19
    1.5122         1.08193475194e-19          1.5889478146e-19
   1.51685         2.35409376064e-20         1.59365058737e-19
    1.5215          7.1762556245e-20         1.58388774041e-19
   1.52615         6.20347119915e-21         1.58833083782e-19
    1.5308         3.34544381738e-20         1.59665983049e-19
   1.53545         2.11991277931e-19         1.59343752007e-19
    1.5401         2.72411926171e-20         1.59305709179e-19
   1.54475         1.17629574247e-19          1.6023154042e-19
    1.5494         5.69141606443e-19         1.60818271846e-19
   1.55405         4.39008464552e-19         1.60466682664e-19
    1.5587         4.21905275175e-19         1.61650063609e-19
   1.56335         4.95930160635e-19         1.63665063032e-19
     1.568         8.68688459127e-19         1.65018984949e-19
   1.57265         1.12349106973e-18         1.68938974839e-19
    1.5773         1.23388029593e-18         1.62572586374e-19
   1.58195         1.19700088275e-18         1.64736619949e-19
    1.5866         1.18288205154e-18         1.69311307284e-19
   1.59125         1.15381660647e-18         1.69069634771e-19
    1.5959         7.24378550849e-19         1.60530362258e-19
   1.60055         3.58419636565e-19         1.61368750222e-19
    1.6052         3.57849267279e-19         1.66977314661e-19
   1.60985        -4.18720232667e-20         1.68345602142e-19
    1.6145        -1.18397050528e-19         1.73527398913e-19
   1.61915         2.84808703791e-21         1.60517915538e-19
    1.6238        -2.06149378963e-20         1.65189903573e-19
   1.62845         2.20743003502e-20         1.72310218177e-19
    1.6331         1.57181118449e-19         1.95644410514e-19
   1.63775         4.67197608789e-21         1.69662286219e-19
    1.6424         2.96575960814e-19         1.76077597287e-19
   1.64705         3.20791186388e-19         1.75575161361e-19
    1.6517         3.77912503941e-19         1.82419470104e-19
   1.65635         2.59448867543e-19         1.85539919158e-19
     1.661         1.63496497773e-19         1.99287800268e-19
   1.66565        -4.46983446217e-19         2.19575911008e-19
    1.6703        -2.75126675268e-19         2.39905715184e-19
   1.67495         1.56553380122e-19         2.76940400835e-19
    1.6796        -6.82327346853e-20         3.46654070039e-19
   1.68425         3.36187193587e-20         4.58820096045e-19
    1.6889        -2.25832980619e-20         5.86790348901e-19
   1.69355         4.29181766197e-20         7.24589459546e-19
    1.6982        -2.92444881081e-19         9.01271800819e-19
