#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0727         6.24536150738e-19         1.45302581002e-19
    1.0751         5.15298018404e-19         1.39883156464e-19
    1.0775         5.52909137338e-19         1.40043135535e-19
    1.0799          4.8690713112e-19         1.42126632434e-19
    1.0823         5.80483074511e-19           1.452627769e-19
    1.0847         4.15046577167e-19         1.43341984501e-19
    1.0871         2.64021643425e-19         1.38639448215e-19
    1.0895         2.68315956967e-19         1.36337486126e-19
    1.0919         1.76745761337e-19         1.35500465649e-19
    1.0943         1.94470048144e-19         1.35327746471e-19
    1.0967         2.77199133096e-19         1.36424997173e-19
    1.0991         7.76264604639e-20         1.34496642089e-19
     1.103         2.28665024683e-19         2.95963405869e-19
   1.10765        -1.42648052614e-19         2.55587013421e-19
    1.1123         3.35192170247e-19          2.4451369936e-19
   1.11695         3.25840641436e-19         2.38778280264e-19
    1.1216        -8.49764998315e-20          2.3165726873e-19
   1.12625         9.95377493448e-20         2.19272558719e-19
    1.1309         1.78581236088e-19         2.08345355188e-19
   1.13555         1.97648574302e-19         2.05738620017e-19
    1.1402         1.53971679412e-19         2.08673608696e-19
   1.14485         8.75245980648e-21         2.02649448542e-19
    1.1495         5.61112922953e-20         1.97518147343e-19
   1.15415         5.42877651359e-20         1.91078066003e-19
    1.1588        -4.81434634507e-20         1.89810389054e-19
   1.16345         7.99148017278e-20         1.94234616204e-19
    1.1681        -1.15941712321e-20         1.88177414435e-19
   1.17275         1.51968241339e-19         1.81398471092e-19
    1.1774         1.86024297289e-19         1.76530623684e-19
   1.18205         6.36046576251e-21         1.72516372037e-19
    1.1867        -3.49528362922e-20         1.69175337114e-19
   1.19135         1.45828378387e-19         1.66956128243e-19
     1.196         6.42842358846e-20         1.64473797219e-19
   1.20065        -1.07856072418e-19         1.61467917085e-19
    1.2053         3.29079930494e-19         1.60106779105e-19
   1.20995         2.30147672192e-19         1.65618213227e-19
    1.2146         7.48567283224e-20         1.59710021384e-19
   1.21925         1.59242930229e-19         1.54026991915e-19
    1.2239         2.72642654126e-19         1.52268156489e-19
   1.22855         1.73138705089e-19         1.57011315324e-19
    1.2332         1.88330266387e-19         1.53929944658e-19
   1.23785         3.66359660263e-19         1.55634002918e-19
    1.2425         4.79534400164e-19         1.46731801104e-19
   1.24715         4.01977852582e-19         1.45938546804e-19
    1.2518         5.61581690868e-19         1.46136529348e-19
   1.25645          3.2980343113e-19         1.44720617335e-19
    1.2611         5.90546392582e-19         1.45483115313e-19
   1.26575         7.09367803295e-19         1.49105707299e-19
    1.2704         6.56807234058e-19         1.49622582327e-19
   1.27505         3.57192227354e-19         1.44174300436e-19
    1.2797         5.96076097219e-19         1.46305831572e-19
   1.28435         5.19235150234e-19         1.39415637699e-19
     1.289         1.79239381946e-19         1.43101114033e-19
   1.29365          1.5803916265e-19         1.44042983842e-19
    1.2983         1.81849781307e-19         1.45003439497e-19
   1.30295        -1.77618725278e-19         1.37769982134e-19
    1.3076        -6.25259801929e-20          1.3602715327e-19
   1.31225        -1.45661082667e-19         1.31971693595e-19
    1.3169         -1.5998910207e-19         1.31778504994e-19
   1.32155         7.10684772355e-20         1.34141602604e-19
    1.3262         7.03580393386e-20         1.29375916695e-19
   1.33085        -1.19749004104e-19         1.24388637426e-19
    1.3355         -6.0085899852e-20         1.22279469776e-19
   1.34015        -1.21063732981e-19         1.21824909494e-19
    1.3448         1.37650496918e-21         1.20963986396e-19
   1.34945         2.26226900082e-20         1.19638413274e-19
    1.3541          1.4293802047e-19         1.19418636625e-19
   1.35875          1.1738717944e-19         1.18918668487e-19
    1.3634         1.06497566045e-19         1.21672730691e-19
   1.36805        -1.00537198367e-19         1.19881809247e-19
    1.3727         5.06094413454e-20         1.20024290844e-19
   1.37735        -2.77897880226e-21         1.20327335709e-19
     1.382        -1.51072342543e-19         1.20138736766e-19
   1.38665         1.28200484782e-19         1.20258332706e-19
    1.3913        -4.75230043976e-20         1.18812346509e-19
   1.39595        -6.46859058769e-20         1.24044790685e-19
    1.4006         1.54073712422e-19         1.24426378512e-19
   1.40525          7.7037657373e-20         1.19893631592e-19
    1.4099         4.27255809004e-20         1.20745575755e-19
   1.41455         7.60809366922e-22         1.20293184384e-19
    1.4192         1.35746861516e-20         1.18887554285e-19
   1.42385        -1.37838567184e-19         1.33320108557e-19
    1.4285         2.55032225576e-20         1.29347990889e-19
   1.43315        -4.11316328549e-22         1.26418439889e-19
    1.4378         8.14721269314e-20         1.18102902051e-19
   1.44245         6.75330885751e-20         1.19098623193e-19
    1.4471         2.21188040289e-19         1.15691689068e-19
   1.45175         2.65374652974e-19         1.18445110165e-19
    1.4564         2.67615929324e-19         1.13845408836e-19
   1.46105         2.06982918961e-19         1.18234332805e-19
    1.4657         5.48673426273e-20         1.14047951588e-19
   1.47035         6.14848296522e-20         1.12266472256e-19
     1.475        -2.66768683654e-21         1.11531304378e-19
   1.47965        -2.85572844271e-20         1.11979874007e-19
    1.4843        -1.06924175369e-19         1.12203612129e-19
   1.48895         1.98378222455e-19         1.17021873903e-19
    1.4936         1.44882035364e-19         1.14006188769e-19
   1.49825         3.72391796832e-20          1.2527839949e-19
    1.5029         8.86736922666e-20         1.10529767543e-19
   1.50755        -3.80581775993e-21         1.09246447158e-19
    1.5122         7.46861055005e-20         1.11180493767e-19
   1.51685          4.8329226893e-20         1.14589371333e-19
    1.5215         1.23149054536e-19         1.09718698865e-19
   1.52615         3.31671706122e-20         1.08991756298e-19
    1.5308         2.57810537753e-19         1.13470934238e-19
   1.53545         2.17367478452e-19         1.10660834091e-19
    1.5401         2.96076249569e-21         1.08811722109e-19
   1.54475        -9.39139713014e-20          1.1409270439e-19
    1.5494         1.77406853755e-19         1.15810920898e-19
   1.55405         1.68217041046e-19         1.11959559925e-19
    1.5587         5.93304256764e-20         1.13648934209e-19
   1.56335         1.20646371125e-19         1.09417724109e-19
     1.568         3.16450808859e-19         1.15991066323e-19
   1.57265         4.68965596741e-19         1.10715819757e-19
    1.5773         3.79938524001e-19         1.08495972982e-19
   1.58195         4.93693800085e-19          1.0855468133e-19
    1.5866         4.35471913439e-19         1.10153026329e-19
   1.59125         5.54718993862e-19         1.14309975088e-19
    1.5959         5.32757049103e-19         1.08956053905e-19
   1.60055         3.27878175895e-19         1.09307494137e-19
    1.6052         3.39987719161e-19         1.08719195192e-19
   1.60985         2.58075222805e-19         1.08552263679e-19
    1.6145         1.93701436314e-20         1.07498423793e-19
   1.61915         7.70489463452e-20         1.09216030753e-19
    1.6238         2.03537722969e-19         1.10419706209e-19
   1.62845         6.88098127944e-20         1.10925773066e-19
    1.6331         5.47260297135e-20         1.10946350574e-19
   1.63775         7.40621864026e-20         1.11019053256e-19
    1.6424         1.76557071491e-19           1.123507263e-19
   1.64705          2.1192102634e-19         1.12516659061e-19
    1.6517         1.73759803203e-19         1.13305391104e-19
   1.65635         1.65033445467e-19           1.180709568e-19
     1.661         1.04351415145e-19         1.29918949756e-19
   1.66565         1.29697938004e-19         1.36626876115e-19
    1.6703        -6.00702135683e-20         1.56722800402e-19
   1.67495          3.1872593627e-19         1.88778574735e-19
    1.6796          1.2335490328e-19         2.38081650587e-19
   1.68425         2.04967881869e-19         3.11499239357e-19
    1.6889         5.26856478016e-19         4.05583588985e-19
   1.69355           2.440010619e-19         5.14583414381e-19
    1.6982        -3.43666755243e-19         6.28259944715e-19
