#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
     1.103         1.52326257897e-19         3.59532701526e-19
   1.10765         1.78478298017e-20         3.12802762387e-19
    1.1123        -3.03887178433e-19         2.84781271183e-19
   1.11695        -8.49925470048e-20         2.71632706255e-19
    1.1216         1.88872635185e-21         2.64867925472e-19
   1.12625        -3.64956669461e-19         2.61936460904e-19
    1.1309         -8.1549214209e-20          2.5451298453e-19
   1.13555          2.3765607277e-19         2.48461421658e-19
    1.1402        -1.38826963742e-19         2.43141524567e-19
   1.14485        -6.49607814355e-20         2.65280587849e-19
    1.1495           7.154816239e-20         2.37649980851e-19
   1.15415        -4.87881227809e-20         2.36013407358e-19
    1.1588         4.29465921351e-20         2.34467136818e-19
   1.16345         9.37858123862e-20         2.43940743903e-19
    1.1681        -3.46248434401e-20         2.27655505056e-19
   1.17275        -2.75241887105e-20         2.54608397671e-19
    1.1774         9.16222006251e-22         2.29796673815e-19
   1.18205        -5.72904497699e-20         2.24399273054e-19
    1.1867        -2.72050755503e-19         2.04194310409e-19
   1.19135        -1.07284181922e-19         2.15772993269e-19
     1.196        -9.95785982382e-20         2.09807032468e-19
   1.20065        -2.23966186281e-20         2.10845553279e-19
    1.2053         5.54649319407e-20         1.94273047815e-19
   1.20995        -2.17965005197e-19         1.99839967886e-19
    1.2146           -1.07651274e-19         1.92685286905e-19
   1.21925        -8.84589055773e-20         1.91528908386e-19
    1.2239        -6.94512444675e-20          1.8695998971e-19
   1.22855         7.00108894157e-20         1.88204127994e-19
    1.2332         9.91128553362e-20         1.84935851608e-19
   1.23785         2.85549975509e-19         1.84421493851e-19
    1.2425         4.40398476967e-19         1.89957783348e-19
   1.24715         2.22727313524e-19         1.88302606068e-19
    1.2518         3.21250990963e-19         1.93965258848e-19
   1.25645         5.10585527419e-19         1.84388636882e-19
    1.2611         8.23544684045e-19         1.90871436324e-19
   1.26575         8.99333743622e-19         1.84622381092e-19
    1.2704         8.76249856769e-19         1.98668191117e-19
   1.27505         7.35006771025e-19         1.77942591547e-19
    1.2797          4.4698763553e-19         1.72194514028e-19
   1.28435          3.4686941556e-19         1.70834362421e-19
     1.289         1.35405591466e-19         1.66614263674e-19
   1.29365         8.22246268052e-20         1.69738241089e-19
    1.2983         1.40275292455e-19         1.68587552434e-19
   1.30295         1.44432628234e-19         1.68948004687e-19
    1.3076         1.08063173104e-19         1.59234865607e-19
   1.31225         -1.0151881585e-20         1.58997837791e-19
    1.3169         2.75039465765e-20         1.62084842834e-19
   1.32155         1.43893345638e-19         1.72028203871e-19
    1.3262         1.21755911773e-20         1.59388142389e-19
   1.33085        -6.60028011972e-20         1.57893522935e-19
    1.3355         7.50475125852e-20         1.53153734636e-19
   1.34015         4.61581427134e-20         1.57553102746e-19
    1.3448        -2.03661392407e-19         1.62055593816e-19
   1.34945        -1.87654121239e-19         1.48030182534e-19
    1.3541         9.51805547135e-20         1.46826484105e-19
   1.35875         8.69536803516e-20          1.5001539717e-19
    1.3634         3.65127602618e-21         1.49389604087e-19
   1.36805        -1.55383198959e-19         1.44569782635e-19
    1.3727        -1.51503685462e-19         1.43994450498e-19
   1.37735        -5.86285359735e-20         1.44985034517e-19
     1.382        -2.44354888187e-21         1.45120266465e-19
   1.38665        -8.09223221147e-20         1.45429803501e-19
    1.3913        -1.36597826827e-19         1.45086398235e-19
   1.39595        -2.11338421733e-19         1.49643430566e-19
    1.4006        -1.63422637738e-19         1.46214286519e-19
   1.40525        -7.49117400204e-20         1.50455346575e-19
    1.4099        -1.46987761631e-19         1.42987404669e-19
   1.41455         9.25802624995e-21         1.47368297172e-19
    1.4192        -2.31098373331e-19         1.49613439958e-19
   1.42385         -1.4978026907e-19         1.39489670116e-19
    1.4285        -6.17595360114e-20         1.36618024619e-19
   1.43315         -1.6629662347e-20         1.36624664804e-19
    1.4378         2.26058461598e-20         1.38353434033e-19
   1.44245         -3.5437348405e-20         1.36724733014e-19
    1.4471        -8.95891864013e-20         1.34553410866e-19
   1.45175        -3.62186201918e-20         1.32761731227e-19
    1.4564         8.39807109613e-20         1.36465963111e-19
   1.46105        -2.48683076871e-20          1.3536681685e-19
    1.4657         1.25766456364e-19         1.36225213156e-19
   1.47035        -7.71951675858e-20          1.3597549054e-19
     1.475         3.70585774997e-22          1.3373746262e-19
   1.47965         1.21847532989e-19         1.35663968681e-19
    1.4843         3.52587120851e-20         1.35749624772e-19
   1.48895         4.07515955537e-20         1.38325310294e-19
    1.4936         7.63658757258e-20         1.47661742058e-19
   1.49825        -5.42911502428e-20         1.43109445573e-19
    1.5029         1.61856883855e-20          1.3973583184e-19
   1.50755         6.39986527603e-20         1.40913456302e-19
    1.5122         3.14574560389e-20         1.43566627044e-19
   1.51685          8.0238828183e-20         1.43428558365e-19
    1.5215         -7.3382649663e-20         1.48631884123e-19
   1.52615         3.41274805744e-20         1.35769941358e-19
    1.5308        -4.31260942528e-20         1.31442115058e-19
   1.53545          5.9922142072e-20          1.3364517304e-19
    1.5401         8.90062496686e-20         1.30254919097e-19
   1.54475         1.23749660908e-19         1.31469878067e-19
    1.5494         1.11412667852e-19         1.32073233288e-19
   1.55405         8.59499352432e-20         1.40085274407e-19
    1.5587         1.13234230837e-19         1.32207254093e-19
   1.56335         3.74280912496e-19         1.32071042373e-19
     1.568         4.57127662268e-19          1.3264808657e-19
   1.57265         2.36031284756e-19         1.32898107931e-19
    1.5773         4.41841607268e-19         1.40237108662e-19
   1.58195         5.77800525231e-19         1.40032658664e-19
    1.5866         6.31139605383e-19         1.34345894772e-19
   1.59125         4.29717713103e-19         1.32662461404e-19
    1.5959         3.48865110986e-19         1.32169679804e-19
   1.60055         1.88625870946e-19         1.36409592528e-19
    1.6052         1.69290889209e-19         1.33670701502e-19
   1.60985         2.22668901922e-19         1.30950239277e-19
    1.6145         7.90853382617e-20         1.30131513796e-19
   1.61915        -6.59581743079e-20          1.3528264244e-19
    1.6238         3.99972723592e-20         1.34707477088e-19
   1.62845         1.58582415924e-20         1.36491742636e-19
    1.6331         1.44960962604e-20         1.33528385111e-19
   1.63775        -2.80634968838e-20         1.34611004316e-19
    1.6424         4.54457780868e-20         1.34440573855e-19
   1.64705         2.37994683232e-19         1.36173729191e-19
    1.6517         6.56755730734e-20         1.36286605575e-19
   1.65635         4.63495930014e-20         1.39546234702e-19
     1.661         7.31918598787e-21         1.47574160264e-19
   1.66565        -1.46044118775e-19         1.62950186729e-19
    1.6703         8.89067338526e-20         1.87181502234e-19
   1.67495         8.83389059305e-21         2.24984374793e-19
    1.6796         2.05440061634e-20         2.83612060632e-19
   1.68425         1.59695354468e-19         3.69155929233e-19
    1.6889         1.13646655815e-19         4.74945893661e-19
   1.69355        -2.89937692781e-20         6.05327300865e-19
    1.6982        -1.01523539133e-19         7.59297937456e-19
