#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.3727        -1.93086111571e-20         6.34213146064e-20
   1.37735        -7.37097672866e-20         6.32342428207e-20
     1.382        -1.48153633472e-20          6.3343770937e-20
   1.38665        -9.21686837111e-20         6.32616549601e-20
    1.3913        -5.17582961805e-20         6.32828173149e-20
   1.39595        -4.26450591347e-20         6.29684192691e-20
    1.4006        -5.29356155638e-20         6.28927683876e-20
   1.40525        -8.09880746331e-20         6.22279450937e-20
    1.4099        -4.55395294692e-20         6.16026539164e-20
   1.41455         -2.5740375436e-20         6.11126493162e-20
    1.4192        -6.51523791057e-20         6.16275807996e-20
   1.42385        -5.56922696817e-20         6.35833373472e-20
    1.4285        -1.27765019821e-19           6.245134221e-20
   1.43315        -2.16757551264e-20         6.14749929493e-20
    1.4378        -5.69539973421e-20         6.05613625953e-20
   1.44245        -9.08393431656e-21         6.50448986533e-20
    1.4471        -2.90841874205e-20         6.37303431735e-20
   1.45175         4.69652371879e-20         6.34471545099e-20
    1.4564         3.50295505881e-20         6.12269638168e-20
   1.46105        -5.47876002048e-20         6.22429590517e-20
    1.4657         2.58500316411e-20         6.26362211395e-20
   1.47035         1.27937191793e-20         6.16437257162e-20
     1.475        -2.82403470943e-20         6.40958936105e-20
   1.47965         4.89053178961e-20         6.01747342955e-20
    1.4843         3.64940036715e-20         6.05514142149e-20
   1.48895         6.04925823999e-20         6.26468439937e-20
    1.4936         1.09995986946e-21         6.40633931127e-20
   1.49825        -1.79759169188e-20         5.99949525277e-20
    1.5029         6.31615692569e-21         5.93278297879e-20
   1.50755        -4.99460022371e-21         6.30736964008e-20
    1.5122        -4.71693781853e-20         6.05134411908e-20
   1.51685         4.63615389275e-20         6.07227457491e-20
    1.5215          5.8085105975e-20         6.18434133575e-20
   1.52615         9.53494908504e-21         6.30254701585e-20
    1.5308         4.50976742127e-20         6.01281104282e-20
   1.53545         8.15768342356e-20         5.84848419983e-20
    1.5401          7.8540445125e-20         6.14598245416e-20
   1.54475         1.16624541554e-19         6.05315268457e-20
    1.5494         2.04552691424e-19         6.08559393424e-20
   1.55405         2.07834926967e-19         5.90111486873e-20
    1.5587         1.92908293789e-19          5.8941780488e-20
   1.56335         2.90194699256e-19         5.91989766307e-20
     1.568         3.41817755073e-19         5.92930742055e-20
   1.57265         4.35209150649e-19         5.93069211021e-20
    1.5773         5.17904255066e-19         5.95332096254e-20
   1.58195         5.18146598093e-19         5.89800613705e-20
    1.5866         5.43308414146e-19         5.92125948197e-20
   1.59125         6.69121101367e-19         5.93750182517e-20
    1.5959         5.78434983864e-19         5.97060998744e-20
   1.60055         4.09371002055e-19          5.9508989367e-20
    1.6052         1.64445460467e-19          5.9163700355e-20
   1.60985         4.77235775204e-20         5.84079584046e-20
    1.6145         1.22670413398e-19         5.83233568188e-20
   1.61915           1.425046212e-19         5.86937794117e-20
    1.6238         3.13309096741e-20          5.9064312829e-20
   1.62845           2.269983513e-20         5.93822326698e-20
    1.6331         1.45158650562e-20         5.98808026898e-20
   1.63775        -5.52432504136e-20         6.00012467745e-20
    1.6424        -5.82512041608e-20         6.03484609626e-20
   1.64705         4.33251731608e-20         6.03530817159e-20
    1.6517         9.12213562515e-20         6.11456344325e-20
   1.65635         2.02396673437e-20         6.33568069132e-20
     1.661         5.97129612186e-20         6.70629736452e-20
   1.66565         6.33030660269e-20         7.41409695414e-20
    1.6703         1.14493047022e-19         8.42055254042e-20
   1.67495        -3.14254185953e-20         1.02353072303e-19
    1.6796         6.17959526924e-20         1.28037044121e-19
   1.68425         7.43566172948e-20         1.67962851837e-19
    1.6889         -2.4864995417e-19         2.21789149591e-19
   1.69355        -7.22636516183e-19         2.80846371327e-19
    1.6982        -6.92635977241e-19         3.48223908508e-19
