#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0031         2.49841657835e-19         2.00072391077e-19
    1.0055          3.0517818059e-19         1.99942394898e-19
    1.0079         1.96160779213e-19         1.95757259275e-19
    1.0103         1.37856426126e-19         1.95374738558e-19
    1.0127         3.67446880528e-19         1.94755372716e-19
    1.0151         3.27160204767e-19           1.922403218e-19
    1.0175         3.05883093606e-19         1.90788364363e-19
    1.0199         2.18852186473e-19         1.89220669327e-19
    1.0223          3.4631387599e-19         1.89488068348e-19
    1.0247         3.14554808922e-19         1.88892648198e-19
    1.0271          3.6516857211e-19          1.8781444423e-19
    1.0295         4.07703678614e-19         1.85200880332e-19
    1.0319         3.77886710096e-19         1.82645222555e-19
    1.0343         4.46652021467e-19         1.85615610842e-19
    1.0367         6.36104988911e-19         1.83837353583e-19
    1.0391         4.98171290066e-19         1.84971481006e-19
    1.0415         5.33988577387e-19          1.8640814324e-19
    1.0439         6.53340032139e-19         1.83944571796e-19
    1.0463         8.10070672823e-19         1.82432227304e-19
    1.0487         8.41933866193e-19         1.81221985945e-19
    1.0511          7.3292232946e-19         1.81875054258e-19
    1.0535          7.9299666332e-19         1.81520055271e-19
    1.0559         7.58685634642e-19         1.82137863977e-19
    1.0583         6.76490771027e-19         1.90078958456e-19
    1.0607         6.55029467395e-19         1.84834159297e-19
    1.0631         6.01740327011e-19          1.8159836559e-19
    1.0655         5.91691949799e-19         1.77427025926e-19
    1.0679         4.85532402665e-19         1.77160430784e-19
    1.0703          5.5632068409e-19         1.76685327543e-19
    1.0727         5.16610856825e-19         1.76562450232e-19
    1.0751         4.71717332724e-19          1.7410141529e-19
    1.0775         5.05499511199e-19         1.73156297288e-19
    1.0799         4.25118071296e-19         1.73796761819e-19
    1.0823         3.47356380809e-19         1.74844474346e-19
    1.0847         3.12527567398e-19          1.8246479666e-19
    1.0871         3.96292876475e-19         1.75569824815e-19
    1.0895         2.60649864031e-19          1.7004561917e-19
    1.0919         2.09071137019e-19         1.69642753946e-19
    1.0943         1.26821217438e-19         1.72149177141e-19
    1.0967         1.73834543351e-20         1.71561817359e-19
    1.0991         1.51036959937e-19          1.7196502695e-19
     1.103        -5.64622826059e-20         1.37339787576e-19
   1.10765         3.38888780757e-20         1.19425851908e-19
    1.1123         -7.7245295588e-20         1.08877065172e-19
   1.11695        -1.06761908989e-19         1.02555929683e-19
    1.1216        -1.43664548887e-19         9.96946467709e-20
   1.12625         9.88577475289e-20         1.01807871364e-19
    1.1309         7.13378868169e-20         9.76143211452e-20
   1.13555        -4.92275629358e-20         9.56542400081e-20
    1.1402         1.55898676126e-20         9.38871674172e-20
   1.14485         1.84270995718e-21         9.18374104817e-20
    1.1495         -8.9826243855e-20         9.21113198509e-20
   1.15415        -1.22234962147e-19         9.17787003033e-20
    1.1588        -1.55228322201e-19          9.2456763829e-20
   1.16345        -6.58683329963e-20         8.80035771455e-20
    1.1681        -9.40265579961e-20         8.73707629357e-20
   1.17275         9.55262058161e-21         8.69041152382e-20
    1.1774         4.53470585509e-20         8.50228065916e-20
   1.18205         5.84627224577e-20         8.48047087761e-20
    1.1867         3.82153048461e-20         8.30189878405e-20
   1.19135         3.77622200385e-20         8.02528474756e-20
     1.196        -1.99040721042e-20         7.82306757043e-20
   1.20065        -3.29404575317e-20         7.96024732789e-20
    1.2053        -5.05829936836e-20         7.61298438734e-20
   1.20995        -3.82950491503e-21         7.44596773596e-20
    1.2146         3.90701054538e-20         7.54949550503e-20
   1.21925         1.34278906085e-19          7.4874539938e-20
    1.2239         8.67296825427e-20         7.17247745183e-20
   1.22855         1.84739572207e-19         7.18332157194e-20
    1.2332         1.27538424065e-19         7.38725262489e-20
   1.23785         1.92758101017e-19          7.0902423819e-20
    1.2425         3.61801790253e-19         7.34499446227e-20
   1.24715         4.21629698782e-19         6.95323023124e-20
    1.2518          5.4365543199e-19          7.2327999999e-20
   1.25645          5.9560138295e-19         7.07395319549e-20
    1.2611         6.68889580503e-19         7.16258250973e-20
   1.26575          7.6744877371e-19         6.99336006958e-20
    1.2704         8.19482744835e-19         6.84548534999e-20
   1.27505         6.63734483095e-19         6.80413059449e-20
    1.2797         5.77655283037e-19         6.60305340287e-20
   1.28435         3.91014086217e-19         6.47604236324e-20
     1.289         3.07064720528e-19         6.47070014701e-20
   1.29365         2.02102594613e-19          6.4592904281e-20
    1.2983         1.28907521066e-19         6.29741647727e-20
   1.30295         1.32705503047e-19         6.35916831801e-20
    1.3076        -1.58654169688e-21         6.24054782035e-20
   1.31225        -2.96135595394e-20         6.08926574847e-20
    1.3169        -6.24012802063e-20         6.09096120746e-20
   1.32155        -3.94224968671e-20         6.10783845065e-20
    1.3262         -8.5563575421e-21         5.94775105374e-20
   1.33085        -6.78382777219e-20         5.88317931803e-20
    1.3355         4.14979388548e-20         5.97433364719e-20
   1.34015           3.037491883e-20         6.19783403415e-20
    1.3448         5.50269283121e-20         5.82964289061e-20
   1.34945        -4.88449655339e-20         5.73026603907e-20
    1.3541        -1.09367365009e-19         5.59235214405e-20
   1.35875        -3.89984807156e-20         5.73848666025e-20
    1.3634        -5.83266220268e-20          5.8962187774e-20
   1.36805        -5.93749802414e-20          5.9484571682e-20
    1.3727         5.63029978684e-20         5.86294632067e-20
   1.37735         1.57203506083e-20         5.76714493804e-20
     1.382        -4.83378571256e-20         5.65924061919e-20
   1.38665        -4.02590565151e-20         5.67284236492e-20
    1.3913        -4.07931597463e-20         5.72269762644e-20
   1.39595        -1.81459648183e-20         5.61584699971e-20
    1.4006        -7.65491093407e-20         5.54893576886e-20
   1.40525        -7.76131359785e-20         5.66956948884e-20
    1.4099        -9.86175299624e-20          5.5573779384e-20
   1.41455        -1.07470448608e-19         5.42588605534e-20
    1.4192         -2.5562660819e-20         5.41563011225e-20
   1.42385         1.83285898059e-20         5.52056033323e-20
    1.4285         4.24451108744e-20         5.61468449981e-20
   1.43315         2.38571600349e-20         5.46426104202e-20
    1.4378        -3.26330382999e-20         5.70618729555e-20
   1.44245        -4.38355625092e-20          5.5635110601e-20
    1.4471         -5.4909608682e-20         5.36714431148e-20
   1.45175        -2.37904982549e-20         5.60932218628e-20
    1.4564         4.56595621161e-20         5.61729627256e-20
   1.46105         5.80468286363e-20         5.50204119657e-20
    1.4657        -1.21622750209e-20         5.39787188169e-20
   1.47035         2.02881668946e-20         5.70770992794e-20
     1.475        -4.83620563952e-21         5.32804199029e-20
   1.47965         -5.2552933567e-20         5.41866027074e-20
    1.4843        -6.49267987166e-20         5.47873268397e-20
   1.48895        -2.79532790339e-20         5.53627529433e-20
    1.4936         5.68347279849e-20         5.34799682769e-20
   1.49825           1.987633311e-20         5.46860472486e-20
    1.5029        -1.31241386532e-20         5.54001300087e-20
   1.50755        -8.97507056348e-22         5.24553243464e-20
    1.5122         2.26351885616e-20         5.44426577949e-20
   1.51685         4.23725503758e-20           5.401691165e-20
    1.5215          4.1727051461e-20         5.49431951537e-20
   1.52615         8.46693331709e-20         5.35768825993e-20
    1.5308          1.0553951382e-19         5.52394270891e-20
   1.53545         9.20458110224e-20         5.33895197367e-20
    1.5401         1.03414196181e-19          5.3145191233e-20
   1.54475         5.40965391849e-20         5.20162299983e-20
    1.5494          9.0010067336e-20         5.24536826101e-20
   1.55405         2.03178937927e-19         5.25951412881e-20
    1.5587         1.65381477354e-19         5.20219893072e-20
   1.56335         1.55506135097e-19         5.16350664726e-20
     1.568         2.47752986405e-19         5.17850557458e-20
   1.57265         2.74060155464e-19         5.17314882568e-20
    1.5773         3.02598769377e-19         5.14950443872e-20
   1.58195         3.75911379957e-19         5.13886932053e-20
    1.5866         3.55432690449e-19         5.11726495342e-20
   1.59125         3.45934629816e-19          5.1491625784e-20
    1.5959         3.05686369012e-19         5.27360688111e-20
   1.60055         2.74026928909e-19         5.21816909621e-20
    1.6052         1.54455982131e-19         5.08874645411e-20
   1.60985         7.95932820182e-20         5.17465955276e-20
    1.6145        -4.05970017222e-21         5.09830057585e-20
   1.61915         4.06502432833e-20         5.10141485392e-20
    1.6238         9.28088512001e-20         5.13832571686e-20
   1.62845        -1.40625886975e-20         5.21308645185e-20
    1.6331         1.06589282749e-20         5.20859289403e-20
   1.63775         5.83411192022e-20         5.23765520904e-20
    1.6424         4.94709195756e-21         5.29094213059e-20
   1.64705         2.33336684772e-20         5.46474819234e-20
    1.6517         3.73231576762e-20         5.43290842386e-20
   1.65635         3.80348535934e-20         5.65072752788e-20
     1.661         1.91823130592e-20         5.84769342003e-20
   1.66565        -5.31681445762e-20         6.39129333105e-20
    1.6703        -9.08358783512e-20         7.35362800691e-20
   1.67495        -4.86457965528e-20         8.83011847995e-20
    1.6796         1.33380352252e-19         1.11492633026e-19
   1.68425        -1.42856296475e-19          1.4625584106e-19
    1.6889        -2.29526282514e-19         1.89373582067e-19
   1.69355        -1.44169445752e-20         2.39857076576e-19
    1.6982        -1.97581953988e-19          2.9393782686e-19
