#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0031         3.56368906855e-18         6.01208861532e-19
    1.0055         3.42181211999e-18         6.03213356488e-19
    1.0079         3.64450429551e-18         6.10651359344e-19
    1.0103          3.9279276014e-18         6.02382063505e-19
    1.0127         3.90601979604e-18         5.99324347892e-19
    1.0151         3.84294170527e-18         5.96914063307e-19
    1.0175         4.36653332973e-18          6.1424629467e-19
    1.0199         4.85343007098e-18         6.01060257814e-19
    1.0223         4.77909366554e-18         5.89753758983e-19
    1.0247         4.18831718122e-18         5.85551928588e-19
    1.0271         6.19694340317e-18         5.99248120424e-19
    1.0295         5.98215355834e-18         6.00253050863e-19
    1.0319         4.72728903354e-18         5.84854807341e-19
    1.0343         4.84908893994e-18         5.63141561918e-19
    1.0367         5.80783850661e-18         5.66560696627e-19
    1.0391         7.10292960559e-18         5.83959950504e-19
    1.0415         6.01665127098e-18         5.73273827989e-19
    1.0439         6.71134795161e-18         5.93964333819e-19
    1.0463         6.10763531202e-18          5.7527372234e-19
    1.0487         6.33344858228e-18         5.89825896887e-19
    1.0511         6.23873575852e-18         5.63617820095e-19
    1.0535          6.5711391189e-18         5.75531666221e-19
    1.0559         7.29765131548e-18          5.7821598261e-19
    1.0583         6.56069861473e-18         5.83958229445e-19
    1.0607         6.70682231288e-18         5.61565267963e-19
    1.0631           5.939932231e-18         5.52396146971e-19
    1.0655         6.23346716568e-18         5.53635442294e-19
    1.0679         6.81902368295e-18         5.55134040038e-19
    1.0703         5.97131614532e-18         5.62198211474e-19
    1.0727         5.85358672229e-18         5.72407979336e-19
    1.0751         5.30422247589e-18         5.74071111251e-19
    1.0775         5.44758379431e-18         5.81235654816e-19
    1.0799         5.40562524383e-18         5.66363648663e-19
    1.0823         6.15257176966e-18         5.41502509447e-19
    1.0847         5.39765356912e-18         5.44995181034e-19
    1.0871         4.85006090244e-18         5.66405295975e-19
    1.0895         4.58656595381e-18         5.39506242954e-19
    1.0919         3.20670382904e-18         5.15243430449e-19
    1.0943         2.43669112755e-18         5.15425319783e-19
    1.0967         1.89136059953e-18           5.157369505e-19
    1.0991         9.34300255216e-19         5.05043064613e-19
     1.103         7.72869232356e-19         4.40697844494e-19
   1.10765         3.29409410584e-19          3.7603890404e-19
    1.1123        -2.06669534685e-19         3.46058398912e-19
   1.11695         8.74074162421e-20         3.31030523825e-19
    1.1216        -2.52856918866e-19         3.20420176342e-19
   1.12625        -3.52489565235e-19         3.08293916611e-19
    1.1309        -3.64631829599e-19         2.96018932307e-19
   1.13555         9.84210061756e-20         2.92991090279e-19
    1.1402        -5.76670102382e-20         2.78297217988e-19
   1.14485         2.40782850758e-20         2.82004569791e-19
    1.1495         5.07642039124e-20         2.77509567743e-19
   1.15415        -8.01152988889e-21         2.78588186736e-19
    1.1588         6.16714654336e-20         2.68418146344e-19
   1.16345        -5.27130269161e-20         2.80198877118e-19
    1.1681         4.12509936482e-19         2.67623647996e-19
   1.17275         2.22920163438e-19         2.61265915423e-19
    1.1774         3.09187061963e-20         2.46688306882e-19
   1.18205         6.57759594212e-19         2.51489176768e-19
    1.1867         9.78740398733e-19         2.44186427354e-19
   1.19135         8.36837723296e-19         2.42341383573e-19
     1.196         1.45070380203e-18         2.35557827312e-19
   1.20065         1.62067605285e-18         2.33848179332e-19
    1.2053         2.38387758688e-18         2.34288990051e-19
   1.20995          2.8204562041e-18         2.32853919641e-19
    1.2146         2.97562006547e-18         2.31545032707e-19
   1.21925         3.39361654089e-18         2.30685273916e-19
    1.2239         3.98090984292e-18         2.31026046578e-19
   1.22855         4.57840707522e-18         2.32709077056e-19
    1.2332         5.20695751295e-18         2.39918269318e-19
   1.23785         5.66117827225e-18         2.33338799152e-19
    1.2425         6.91649082752e-18         2.37662346363e-19
   1.24715         7.79404689632e-18         2.47377950363e-19
    1.2518         8.21362122149e-18         2.53316572907e-19
   1.25645         8.87506546142e-18         2.54463235116e-19
    1.2611         1.00738585192e-17         2.53006390569e-19
   1.26575         1.04159781123e-17         2.53442074005e-19
    1.2704         1.03861673911e-17          2.6057170556e-19
   1.27505         9.59208683345e-18         2.52939370237e-19
    1.2797         8.99866321935e-18         2.47313079164e-19
   1.28435         7.90378853622e-18         2.32297516453e-19
     1.289         7.15065453823e-18         2.40076480423e-19
   1.29365          5.9248842441e-18         2.19675382908e-19
    1.2983         5.10133623917e-18         2.16911773931e-19
   1.30295         4.63572303593e-18         2.05724993312e-19
    1.3076         4.11724352535e-18         2.07450364182e-19
   1.31225          3.3039407869e-18         1.95553661754e-19
    1.3169         3.08110480516e-18         1.92914422314e-19
   1.32155         2.58197735506e-18         1.89380229779e-19
    1.3262         1.92031561833e-18         1.83757096208e-19
   1.33085          8.7603619841e-19         1.81176696211e-19
    1.3355          2.0778068925e-19          1.7629853508e-19
   1.34015         1.35928636536e-20         1.83003905184e-19
    1.3448        -1.85883301056e-19         1.72335876787e-19
   1.34945        -2.17164909247e-19         1.72849996754e-19
    1.3541         5.18032557301e-21         1.76687441977e-19
   1.35875        -1.49083635937e-19         1.74217944701e-19
    1.3634          -1.995787554e-19         1.66280880234e-19
   1.36805         6.62187367998e-21         1.70415935088e-19
    1.3727        -1.78579515115e-19         1.69133237644e-19
   1.37735         3.86088684434e-20          1.7219739294e-19
     1.382        -1.21862342733e-19         1.66581693526e-19
   1.38665         1.20085904009e-20         1.69187157595e-19
    1.3913           1.277765284e-19         1.68183390543e-19
   1.39595         1.58706709161e-19         1.72362740749e-19
    1.4006         1.38180733185e-19         1.64098459099e-19
   1.40525         9.03561007686e-20         1.64914399089e-19
    1.4099         -1.9233984937e-19         1.61604734445e-19
   1.41455        -1.95135213306e-19         1.59667864041e-19
    1.4192        -4.98840269016e-20         1.59097268561e-19
   1.42385        -1.01776891582e-19          1.5793395049e-19
    1.4285        -4.43448132643e-20         1.60069525258e-19
   1.43315         3.74700194244e-19         1.59075953773e-19
    1.4378          4.7362985685e-20         1.61764489561e-19
   1.44245         1.29635579883e-19         1.60763546119e-19
    1.4471        -2.46974677536e-19         1.64544935248e-19
   1.45175        -5.45801851212e-20         1.63318410644e-19
    1.4564         2.12077756702e-19         1.63992507608e-19
   1.46105         4.09865730596e-19         1.58402007535e-19
    1.4657         8.55210001609e-20          1.6190690373e-19
   1.47035          9.2018374672e-20         1.69789178423e-19
     1.475         5.59176174515e-20          1.5496939789e-19
   1.47965        -1.18740238511e-19         1.55070101454e-19
    1.4843        -1.09602555367e-20         1.55204249165e-19
   1.48895         2.10494888874e-19          1.6066615766e-19
    1.4936         3.50356763934e-19         1.56998364637e-19
   1.49825         6.33674019834e-19         1.57932459082e-19
    1.5029         5.22397835033e-19          1.5391991029e-19
   1.50755         7.01715043878e-19         1.53344005512e-19
    1.5122         5.39789637255e-19         1.56814993309e-19
   1.51685         6.06560906127e-19         1.57243986952e-19
    1.5215         9.29122210116e-19         1.62502821053e-19
   1.52615         1.17136282962e-18         1.56957957071e-19
    1.5308         1.32837261035e-18         1.57463458284e-19
   1.53545         2.14301848932e-18         1.63874749863e-19
    1.5401         2.32573258311e-18         1.65058868778e-19
   1.54475         2.73235299279e-18         1.66945608613e-19
    1.5494         2.86689134255e-18         1.67536210988e-19
   1.55405         3.37818565794e-18         1.72742712568e-19
    1.5587         4.05076689102e-18         1.76195189202e-19
   1.56335         4.41096955162e-18         1.74756267203e-19
     1.568         4.71423059507e-18         1.77540385597e-19
   1.57265         5.31144900407e-18         1.79373351557e-19
    1.5773         5.64952308835e-18         1.83187933129e-19
   1.58195          5.6293509053e-18         1.76690409965e-19
    1.5866         5.29974525647e-18         1.76548518974e-19
   1.59125          4.8573879725e-18         1.75014815142e-19
    1.5959         4.30274701018e-18         1.75983468282e-19
   1.60055         3.79375303041e-18         1.66811079446e-19
    1.6052         2.74198283039e-18         1.60755147806e-19
   1.60985         1.70769845061e-18          1.5913173422e-19
    1.6145         1.31379704223e-18         1.55578068604e-19
   1.61915         7.66537362077e-19         1.54218258346e-19
    1.6238         4.44640332724e-19         1.56434256024e-19
   1.62845          5.6003778835e-19         1.62604904016e-19
    1.6331         3.15248538646e-19         1.56402308868e-19
   1.63775         4.49449652518e-19         1.63467162267e-19
    1.6424         3.75333056658e-19         1.68870978986e-19
   1.64705         3.92819206467e-19         1.81988961128e-19
    1.6517         4.02981166088e-19         1.73330002944e-19
   1.65635         4.77856783347e-19         1.71725604164e-19
     1.661         3.03920638831e-19         1.90095990447e-19
   1.66565         2.86823495872e-19         2.07748579969e-19
    1.6703         9.25416396251e-20         2.28375691773e-19
   1.67495         1.24652739363e-19         2.62581071735e-19
    1.6796         7.23229685489e-19         3.29638128041e-19
   1.68425         2.94358021719e-19         4.32463447534e-19
    1.6889          -1.735312835e-19         5.65939327003e-19
   1.69355        -2.51015817412e-19         7.42454547421e-19
    1.6982         4.32627509519e-19          8.8418261943e-19
