#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
   1.24715         2.81056091709e-18         8.25134324787e-20
    1.2518         3.32578010996e-18         8.54303341324e-20
   1.25645         3.75740508259e-18         8.96076626846e-20
    1.2611         4.36188661683e-18         8.95461285461e-20
   1.26575         4.77290548808e-18         9.34706435236e-20
    1.2704         4.93919988249e-18           9.342796732e-20
   1.27505         4.38496457697e-18         8.92000969053e-20
    1.2797         3.71092852775e-18          8.2680578977e-20
   1.28435         2.84835741962e-18         7.70925508619e-20
     1.289         2.06316915142e-18         7.30596519765e-20
   1.29365         1.58455214054e-18         7.08820758114e-20
    1.2983         1.38133804723e-18         6.90859495057e-20
   1.30295          1.0595667217e-18          6.7088284852e-20
    1.3076           9.001927247e-19          6.6503708178e-20
   1.31225         5.94463291174e-19         6.55881467311e-20
    1.3169         5.56606645028e-19         6.48802045661e-20
   1.32155         3.80638330957e-19         6.40141187305e-20
    1.3262         2.81602487006e-19         6.30965076116e-20
   1.33085         1.41603172069e-19         6.27901698795e-20
    1.3355         8.41590960285e-20         6.24334781452e-20
   1.34015        -2.33539895929e-20         6.24165282352e-20
    1.3448         1.14943715111e-19         6.35761554595e-20
   1.34945         6.97742875847e-20         6.33135627735e-20
    1.3541         -3.6608404191e-20         6.20426122747e-20
   1.35875         1.99579188908e-20         6.11588854777e-20
    1.3634         7.32617928169e-20          6.4057587568e-20
   1.36805         7.66134847948e-20         6.31468975888e-20
    1.3727         3.01049663012e-20         6.95591272588e-20
   1.37735         9.20239842589e-20         6.15461726646e-20
     1.382         1.41786441515e-19         6.55612373664e-20
   1.38665         7.65967431113e-20         6.38863550614e-20
    1.3913         1.12866418084e-19         6.97445740218e-20
   1.39595         5.82459725192e-20         6.41922629832e-20
    1.4006         5.26563983759e-20         6.52064507727e-20
   1.40525         4.91027776028e-20         6.76704521689e-20
    1.4099         3.84891778833e-20         6.34816546696e-20
   1.41455         8.89368875378e-20         6.15985077754e-20
    1.4192         9.65864779307e-20         6.18810791013e-20
   1.42385         2.42710888467e-20          6.4486971645e-20
    1.4285         6.24723207326e-20         6.43597342852e-20
   1.43315         1.31187922316e-19          6.1308499021e-20
    1.4378         1.56750852214e-19         6.04583200268e-20
   1.44245         1.33215467986e-19         5.92098995825e-20
    1.4471         1.08625791015e-19          6.0533982767e-20
   1.45175         2.42423997023e-19         6.10372060003e-20
    1.4564         1.46209038833e-19         6.11542564375e-20
   1.46105         1.32074391411e-19         6.02240266983e-20
    1.4657         1.45976126105e-19         6.02000825404e-20
   1.47035         1.33012403418e-19         5.98328011301e-20
     1.475         9.01955287303e-20         6.01697055087e-20
   1.47965         7.48171811362e-20         6.05634175065e-20
    1.4843         1.77640087725e-19         6.08431019595e-20
   1.48895         1.53928939658e-19         6.04205240557e-20
    1.4936         9.64359215514e-20          5.9714361838e-20
   1.49825         1.90316119494e-19         5.91320959302e-20
    1.5029          2.5185635265e-19         5.86571837811e-20
   1.50755         2.93154848804e-19         5.83259184448e-20
    1.5122         2.69722794445e-19         5.85082473597e-20
   1.51685         1.96884281353e-19         5.86999540754e-20
    1.5215         2.07613655696e-19          5.9021445802e-20
   1.52615         3.26083281266e-19         5.87946507715e-20
    1.5308          4.8007248676e-19         5.88458089885e-20
   1.53545         5.67251128661e-19         5.90734228252e-20
    1.5401         7.10110954231e-19         6.02447136624e-20
   1.54475         8.92190118825e-19         6.12356896039e-20
    1.5494         1.04459386304e-18         6.13269167134e-20
   1.55405         1.13727329418e-18         6.19830619699e-20
    1.5587         1.39409454557e-18         6.29284560116e-20
   1.56335         1.73430375066e-18         6.57596356849e-20
     1.568         2.19300764744e-18         6.85526014608e-20
   1.57265         2.61503962777e-18         6.86184767008e-20
    1.5773         2.67557698983e-18         6.71248496494e-20
   1.58195         2.85092355801e-18         6.86856567279e-20
    1.5866          2.8031726106e-18         7.27971702141e-20
   1.59125         2.66968172348e-18         7.33147709587e-20
    1.5959         2.43665648939e-18         6.68968850593e-20
   1.60055         1.98597854087e-18         6.37636070329e-20
    1.6052         1.33637909522e-18         6.15358598816e-20
   1.60985         8.71294487861e-19         6.35894277176e-20
    1.6145         6.28631776368e-19         5.85720443581e-20
   1.61915         3.96600581697e-19          5.7462230748e-20
    1.6238         3.94536330948e-19         5.78609361213e-20
   1.62845         3.70252430694e-19         5.81987396688e-20
    1.6331         2.20245175148e-19         5.83078153125e-20
   1.63775         2.99774595184e-19         5.85398235718e-20
    1.6424         3.27769275985e-19         5.89295251091e-20
   1.64705           1.904975161e-19         6.03625727202e-20
    1.6517         3.42358464449e-19         6.07588707127e-20
   1.65635         2.99704332036e-19         6.07115053044e-20
     1.661         3.44492538437e-19         6.46390344399e-20
   1.66565         2.97281563426e-19         7.05649485506e-20
    1.6703         1.87395394291e-19         8.08306062005e-20
   1.67495         3.33393711822e-19         9.77684086641e-20
    1.6796         2.75778421848e-19         1.22754368522e-19
   1.68425         1.43326111345e-19         1.58787634227e-19
    1.6889         2.02360053982e-19         2.18380599523e-19
   1.69355          7.6228087461e-20         2.67465682968e-19
    1.6982        -2.55674501363e-19         3.31475379149e-19
