#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
   1.56335         4.60528791036e-19         1.17318785997e-19
     1.568          6.3023653636e-19         1.19652886455e-19
   1.57265         7.11198079884e-19         1.20503270237e-19
    1.5773         6.21905252531e-19         1.14531206897e-19
   1.58195          6.8515074431e-19         1.13154386364e-19
    1.5866         7.38679020404e-19          1.1281142592e-19
   1.59125         7.62911222812e-19         1.11776348017e-19
    1.5959         5.52476080693e-19         1.16441083803e-19
   1.60055         3.10010673198e-19          1.1530856364e-19
    1.6052         3.07685180469e-19         1.11186916371e-19
   1.60985         9.74377244364e-20         1.10814664215e-19
    1.6145         1.40535980348e-19          1.1623500996e-19
   1.61915         4.50627932932e-20         1.14887534755e-19
    1.6238        -2.96063152591e-20         1.12676694492e-19
   1.62845         -1.0684723877e-19         1.13695019407e-19
    1.6331         9.63578471413e-20         1.13311487885e-19
   1.63775        -4.04819057487e-21         1.15691288959e-19
    1.6424         2.29796924282e-20         1.16483031881e-19
   1.64705         5.53369024012e-20         1.14945132987e-19
    1.6517         4.66364939453e-20         1.18803646344e-19
   1.65635         3.29854196737e-21         1.20539864072e-19
     1.661         4.69434830617e-20          1.2553378643e-19
   1.66565         3.11275268876e-20         1.37638347086e-19
    1.6703        -1.62889196006e-19         1.56974161248e-19
   1.67495        -1.57353266246e-20         1.90115932084e-19
    1.6796         3.03770952127e-19         2.50862912429e-19
   1.68425         2.36330214819e-19          3.2361458519e-19
    1.6889         3.65761802041e-19         4.21799288912e-19
   1.69355         2.14778493735e-19         5.25301229283e-19
    1.6982          6.5064044116e-19         6.91041158459e-19
