#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0727         4.24696215545e-18         4.50168380051e-19
    1.0751         4.22819378646e-18         4.22843146664e-19
    1.0775         4.25962509627e-18         4.19849660667e-19
    1.0799         3.65074249803e-18         4.31348709901e-19
    1.0823         3.78216921452e-18         4.20945955846e-19
    1.0847         3.14811806282e-18         4.12661568585e-19
    1.0871         3.27760053511e-18         4.16819883609e-19
    1.0895         2.48531424448e-18         4.15686221344e-19
    1.0919         1.78101720327e-18         4.02479642586e-19
    1.0943         1.40642762598e-18         4.12033120149e-19
    1.0967          6.0587119096e-19         4.11465477278e-19
    1.0991         8.61172428159e-19         4.10039283665e-19
     1.103        -1.90962573237e-20         3.85895735504e-19
   1.10765        -2.26869000719e-19         3.39915676157e-19
    1.1123          3.0349934982e-19         3.21083107394e-19
   1.11695         1.55249491577e-19         2.96711011369e-19
    1.1216        -3.91924444377e-20         2.83459150943e-19
   1.12625         9.75544406549e-20         2.77344778782e-19
    1.1309         2.22999656218e-20         3.01039227821e-19
   1.13555        -1.32685784476e-19         2.74749444805e-19
    1.1402          2.0819521733e-21          2.7562078252e-19
   1.14485         1.29613119759e-21         2.79662364062e-19
    1.1495        -6.64706018394e-20          2.8484912619e-19
   1.15415        -2.38923480458e-19           2.919217001e-19
    1.1588         -2.6505801299e-19         2.71658271411e-19
   1.16345        -3.74018509809e-19         2.69779331378e-19
    1.1681        -3.35285157682e-19         2.51587765725e-19
   1.17275        -3.28276583977e-19         2.52516841782e-19
    1.1774         1.40044354055e-21         2.39370464401e-19
   1.18205         1.66519299604e-19         2.27980795468e-19
    1.1867         1.52922457486e-20         2.21683702978e-19
   1.19135        -1.15959222254e-19          2.2548943149e-19
     1.196         2.15491996804e-19         2.21104102151e-19
   1.20065         3.72528944131e-20         2.21484695825e-19
    1.2053         5.23964302251e-19         2.11563523952e-19
   1.20995           6.761993594e-19         2.16658968998e-19
    1.2146         6.05009480188e-19         2.12412882766e-19
   1.21925         9.49197236642e-19         2.13816294548e-19
    1.2239         1.36916943254e-18         2.06051838089e-19
   1.22855         1.68482004321e-18          2.0609112751e-19
    1.2332         2.09137962575e-18         2.05577994209e-19
   1.23785         2.21099616076e-18         2.05242057161e-19
    1.2425          3.1953787764e-18         2.06494554738e-19
   1.24715          3.5965781901e-18         2.06627757438e-19
    1.2518         4.16711464293e-18         2.09624681906e-19
   1.25645         4.79044393549e-18         2.11131713756e-19
    1.2611         5.20844136701e-18         2.20134908793e-19
   1.26575         5.49824615131e-18         2.17241622103e-19
    1.2704         5.67192942834e-18          2.2037489091e-19
   1.27505          4.8158745717e-18         2.08630002438e-19
    1.2797         4.26246229573e-18          2.0904026634e-19
   1.28435         3.36584724712e-18         2.00277291944e-19
     1.289         2.36066384269e-18         1.96868223913e-19
   1.29365         2.00905432042e-18         1.93901554488e-19
    1.2983         1.86733279134e-18         1.87249821903e-19
   1.30295         1.17470122223e-18         1.78198224286e-19
    1.3076         7.29540314098e-19         1.74685986554e-19
   1.31225         5.98449370267e-19         1.72152866269e-19
    1.3169         4.49921749845e-19         1.70067669207e-19
   1.32155         4.23555352414e-19         1.68219561972e-19
    1.3262          2.8134048727e-19         1.69657654444e-19
   1.33085         3.16835471537e-19         1.64414802003e-19
    1.3355         2.81277388953e-19         1.64317885622e-19
   1.34015        -2.27899327328e-19         1.67817883445e-19
    1.3448        -1.77520344961e-19          1.6793979687e-19
   1.34945        -1.35927289903e-19         1.63468658987e-19
    1.3541        -1.78170547214e-20         1.57368560638e-19
   1.35875        -9.37473985761e-20          1.5922761019e-19
    1.3634        -6.75311870929e-20         1.58709347141e-19
   1.36805        -6.47877727429e-20         1.61879973177e-19
    1.3727        -1.27039935894e-19         1.56013496847e-19
   1.37735         3.18601300193e-20         1.57143811256e-19
     1.382         8.64311255907e-20         1.56637659414e-19
   1.38665        -2.58183801127e-19           1.559740327e-19
    1.3913        -5.84958947817e-20         1.55438504151e-19
   1.39595        -2.53069244222e-20         1.54730341691e-19
    1.4006          1.1283914641e-19         1.54036491023e-19
   1.40525        -2.93392522986e-19         1.51345902877e-19
    1.4099        -1.08889821003e-19         1.60695792129e-19
   1.41455         1.01086292281e-19          1.5565321184e-19
    1.4192        -8.31140542452e-20         1.54998647147e-19
   1.42385        -1.28874109575e-19         1.49062490309e-19
    1.4285          4.9076828409e-20         1.60895124924e-19
   1.43315         9.06141074168e-20         1.54645321722e-19
    1.4378         9.83036674501e-20         1.63250490487e-19
   1.44245        -6.39326004378e-20         1.45761437441e-19
    1.4471         -1.4629951879e-20         1.49739631203e-19
   1.45175         2.37348299558e-19         1.50005941816e-19
    1.4564         4.29534526582e-20          1.5298988551e-19
   1.46105          1.5627604389e-20         1.50086174223e-19
    1.4657         9.99140292246e-20         1.45641730624e-19
   1.47035        -7.32553861093e-20         1.47503552175e-19
     1.475        -1.05500886173e-19         1.51004933992e-19
   1.47965         5.34374172716e-20         1.54962233556e-19
    1.4843         7.78917432026e-20         1.51796095513e-19
   1.48895         3.53329564385e-20         1.45898010272e-19
    1.4936         4.63245358464e-19         1.47886506188e-19
   1.49825         2.37408981085e-19         1.55954391215e-19
    1.5029         2.40311538575e-19         1.44891198934e-19
   1.50755        -6.99092612996e-20         1.43392349193e-19
    1.5122         1.08051012161e-19         1.44765625671e-19
   1.51685         2.97651529562e-19         1.45782610599e-19
    1.5215         2.38417006624e-19         1.43483898552e-19
   1.52615         3.87823732808e-19         1.42765850585e-19
    1.5308         4.94903831376e-19         1.43987872818e-19
   1.53545         4.83773551701e-19         1.43695130109e-19
    1.5401         7.78220254664e-19         1.44754081455e-19
   1.54475         6.94627296293e-19         1.44721597609e-19
    1.5494         7.58727116043e-19         1.45103027699e-19
   1.55405         1.01107555023e-18         1.45463564081e-19
    1.5587         1.23092378789e-18         1.47769145796e-19
   1.56335         1.75474274404e-18         1.49308566568e-19
     1.568         2.00415464057e-18          1.5058734273e-19
   1.57265         2.31343812626e-18         1.51806050539e-19
    1.5773         2.30758091578e-18          1.5079572004e-19
   1.58195         2.54559227878e-18         1.51431877776e-19
    1.5866         2.51596824816e-18         1.55144955099e-19
   1.59125         2.23462932948e-18          1.5236009428e-19
    1.5959         1.87292871202e-18         1.50093415239e-19
   1.60055         1.04794632434e-18          1.4458235749e-19
    1.6052         7.70482382443e-19         1.51051396867e-19
   1.60985         5.60135308206e-19         1.45658158253e-19
    1.6145         3.84912147875e-19         1.47157266053e-19
   1.61915         3.00093719864e-19         1.41685390519e-19
    1.6238         8.76329522629e-20         1.46659635383e-19
   1.62845         1.54961815827e-19         1.46934942478e-19
    1.6331         1.53973288174e-19         1.46494714355e-19
   1.63775        -2.80853398629e-20         1.44809566433e-19
    1.6424        -1.30364083729e-19         1.44790484066e-19
   1.64705          -1.362372712e-19         1.45924601159e-19
    1.6517        -2.88551219812e-20         1.48219046992e-19
   1.65635        -4.30754983349e-20         1.52368540714e-19
     1.661         5.77124508603e-20         1.61873883426e-19
   1.66565         3.46894960569e-19         1.78747012968e-19
    1.6703         2.27339929435e-19         2.04139632974e-19
   1.67495         1.38065516014e-20         2.45312223972e-19
    1.6796         1.15577726746e-19         3.10699568984e-19
   1.68425         1.13602203374e-19         4.01773806357e-19
    1.6889        -2.73712469139e-19         5.15802577829e-19
   1.69355         1.08670331125e-19         6.70514848974e-19
    1.6982        -3.66091573284e-19         8.29160317662e-19
