#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.0799         3.65390540629e-18         3.99211510545e-19
    1.0823         3.72054821904e-18         4.00890071562e-19
    1.0847         3.31840675611e-18         4.02578349169e-19
    1.0871         2.55479557127e-18         4.01739434142e-19
    1.0895         2.43554039086e-18          3.9816770926e-19
    1.0919         1.55085506621e-18         3.82434362428e-19
    1.0943         1.11411262435e-18         3.81134871445e-19
    1.0967         7.23193069217e-19         3.90192478817e-19
    1.0991         1.31295001904e-19         3.96867894653e-19
     1.103         4.12120161715e-19         2.66030077827e-19
   1.10765          9.4685138351e-20         2.05530315572e-19
    1.1123         9.75546748388e-20          1.8737492002e-19
   1.11695        -1.56780209745e-19          1.8006553299e-19
    1.1216         9.79937038115e-20         1.70386285855e-19
   1.12625         2.14128833299e-19         1.64230293231e-19
    1.1309        -7.55825893997e-20         1.61637091535e-19
   1.13555         8.60542574881e-20         1.61750363665e-19
    1.1402         3.72532745895e-20         1.55597416176e-19
   1.14485        -1.29857769987e-19         1.58185074601e-19
    1.1495        -1.77753227119e-19         1.53692839667e-19
   1.15415        -4.58157086807e-19         1.63462655628e-19
    1.1588        -3.09902902391e-19         1.60476674299e-19
   1.16345          1.4163925984e-19         1.52893246938e-19
    1.1681         1.22144233798e-19         1.57367276646e-19
   1.17275        -2.15585482802e-20          1.5963523038e-19
    1.1774         -7.0056545326e-20          1.5560262856e-19
   1.18205         -8.1224254775e-20         1.43968191776e-19
    1.1867         1.02308307205e-19         1.49718614595e-19
   1.19135         1.25661411605e-19         1.45075866724e-19
     1.196         2.22657467007e-19         1.34339220984e-19
   1.20065         2.91506744522e-19         1.34323431805e-19
    1.2053         4.33071574004e-19         1.35581632352e-19
   1.20995         8.10756028425e-19         1.30436426681e-19
    1.2146         8.70133148513e-19         1.22651398722e-19
   1.21925         1.03190779991e-18         1.23858984377e-19
    1.2239         1.22711964605e-18         1.23893742006e-19
   1.22855          1.9285951778e-18         1.21771272615e-19
    1.2332         2.26170486298e-18         1.22000991646e-19
   1.23785         2.66537015281e-18         1.22678188844e-19
    1.2425         3.10975636255e-18         1.23323479506e-19
   1.24715         3.48575394897e-18         1.24017253904e-19
    1.2518         3.89140769365e-18         1.25056060597e-19
   1.25645         4.42447243569e-18          1.2746992475e-19
    1.2611         5.08660175085e-18         1.30003473054e-19
   1.26575         5.25865299498e-18         1.30471962771e-19
    1.2704         5.11898913248e-18          1.2889414671e-19
   1.27505         4.79262602238e-18         1.25692312191e-19
    1.2797         4.07052197481e-18          1.2033736535e-19
   1.28435         3.35285373688e-18         1.19952434057e-19
     1.289          2.7237055174e-18         1.14664991393e-19
   1.29365         2.21319140284e-18         1.10150995625e-19
    1.2983         1.90585836719e-18         1.10395491992e-19
   1.30295         1.39631398425e-18         1.07398069787e-19
    1.3076         9.80050702375e-19         1.07049115467e-19
   1.31225         8.74251785048e-19         1.02350394631e-19
    1.3169         6.13359048778e-19         1.03349422113e-19
   1.32155         6.51038380362e-19         1.01852629783e-19
    1.3262         4.51229811731e-19         1.00631529096e-19
   1.33085         1.41601793348e-19          9.8675855383e-20
    1.3355         -1.3015144479e-19         9.67504366867e-20
   1.34015        -2.36792409184e-19         9.64710336985e-20
    1.3448        -4.82567488407e-20         9.49210760399e-20
   1.34945        -5.82577333313e-20         9.39909276199e-20
    1.3541         7.78946058639e-21         9.34588622674e-20
   1.35875         8.59089135361e-20         9.51708921134e-20
    1.3634         2.49659295254e-20         9.51779359965e-20
   1.36805         1.46089638543e-20         9.26450042909e-20
    1.3727         4.62700280003e-20         9.46330292169e-20
   1.37735         6.71325919423e-20         9.35246783392e-20
     1.382         -8.6387656971e-20         9.43072235005e-20
   1.38665        -1.42700729727e-19         9.50551899606e-20
    1.3913         5.08680798346e-20         9.52295609704e-20
   1.39595         1.09960727413e-20         9.23258576947e-20
    1.4006        -8.70498421689e-20         9.01125021542e-20
   1.40525        -1.08638206101e-19         9.00936813169e-20
    1.4099        -6.18934063548e-20         8.98309683692e-20
   1.41455        -8.19405922614e-20          8.8327965102e-20
    1.4192        -2.32375714678e-21         8.76990866035e-20
   1.42385         9.95658270227e-20         8.69324956845e-20
    1.4285         7.79048327571e-20         8.59792435778e-20
   1.43315        -2.80265093054e-21         8.74207525695e-20
    1.4378        -4.71741698919e-20         8.65979283499e-20
   1.44245        -4.77695408942e-20         8.48542313878e-20
    1.4471          3.5621800765e-20          8.4844767112e-20
   1.45175         5.60790672438e-20         8.89930863582e-20
    1.4564        -7.05799842007e-20         8.92657623746e-20
   1.46105        -1.30870474467e-20         8.47300969537e-20
    1.4657         8.64623878678e-21         8.47694891819e-20
   1.47035         7.31152523684e-20         8.71121654273e-20
     1.475          8.6628823038e-21         9.00837788695e-20
   1.47965         9.32414672541e-20         9.00008119252e-20
    1.4843         1.96952898724e-19         8.76885569099e-20
   1.48895         6.21253037729e-20         8.50369417867e-20
    1.4936         1.40819513842e-20          8.9281924632e-20
   1.49825          9.2190201587e-20         9.25206056288e-20
    1.5029         1.23908214235e-19         8.79531047972e-20
   1.50755         1.35467742811e-19         8.32461949389e-20
    1.5122         7.77792493907e-20         8.71634141762e-20
   1.51685         1.11874942779e-19         8.88608133611e-20
    1.5215         2.54737989696e-19         8.66234979776e-20
   1.52615         3.33621574842e-19         8.39774106471e-20
    1.5308         3.95525474434e-19         8.51529190405e-20
   1.53545         5.03812698243e-19         8.61501412111e-20
    1.5401         7.29791025713e-19         8.43691498286e-20
   1.54475         9.09947718198e-19         8.49558602287e-20
    1.5494         1.06059625512e-18         8.59264765065e-20
   1.55405         1.17952823999e-18         8.70561069019e-20
    1.5587         1.41228577658e-18         8.75973646544e-20
   1.56335         1.92345638366e-18         8.89013321047e-20
     1.568         2.23220597074e-18         8.94239277539e-20
   1.57265         2.50255414208e-18         9.01717155458e-20
    1.5773         2.70975093938e-18         9.07022019415e-20
   1.58195         2.73136725764e-18         9.10077640102e-20
    1.5866         2.85588709024e-18         9.12533144157e-20
   1.59125         2.72038382486e-18          9.0480487691e-20
    1.5959         2.20836144178e-18         8.98040775847e-20
   1.60055         1.62719067716e-18         8.81804010313e-20
    1.6052         1.12524622856e-18         8.44939629292e-20
   1.60985         7.12554685304e-19         8.47182356878e-20
    1.6145         3.67122537459e-19         8.70096937514e-20
   1.61915         1.78308067994e-19          8.7582646199e-20
    1.6238         1.77656934791e-19         8.46272784223e-20
   1.62845         1.76195056434e-19         8.66393026316e-20
    1.6331         2.75715278779e-19         8.75752436426e-20
   1.63775         2.20168505862e-19         8.43056812306e-20
    1.6424         1.62600491005e-19         8.44198258044e-20
   1.64705         8.86323720776e-21         8.80090622525e-20
    1.6517          7.6744158206e-20         9.08629871745e-20
   1.65635         2.40683429776e-19         9.14367005469e-20
     1.661         2.52212707825e-19          9.4890212093e-20
   1.66565         2.45962403648e-19         1.03627566235e-19
    1.6703         1.48077251343e-19          1.2077260119e-19
   1.67495         1.21766285692e-19          1.4320552851e-19
    1.6796         1.20055418556e-19         1.82815866961e-19
   1.68425        -8.29435282832e-20         2.32272401628e-19
    1.6889         1.15064534006e-19         2.99001328655e-19
   1.69355         4.24983809772e-19         3.88803377106e-19
    1.6982        -2.78007127561e-19         4.86100044733e-19
