#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
    1.5959         3.87854521521e-18         1.34805543498e-19
   1.60055         2.80758371799e-18         1.27451138119e-19
    1.6052         1.85927874398e-18          1.2596143876e-19
   1.60985         9.51717494182e-19         1.25159881278e-19
    1.6145         5.52289716468e-19         1.17100264006e-19
   1.61915         2.60512339294e-19         1.16404871771e-19
    1.6238         8.66378169553e-20         1.18606932366e-19
   1.62845         2.38203218599e-20         1.19554905689e-19
    1.6331         9.51594988373e-21         1.17989902186e-19
   1.63775         6.86738258796e-20         1.18092347801e-19
    1.6424         5.32708674221e-20         1.18261445699e-19
   1.64705         1.94930839468e-20          1.1988800694e-19
    1.6517          1.4690589254e-19         1.25028770451e-19
   1.65635         2.52209909772e-19          1.2321977348e-19
     1.661         1.32826897387e-19         1.30848366803e-19
   1.66565         8.51444508158e-20         1.44430361984e-19
    1.6703         1.46504806281e-20         1.65404600285e-19
   1.67495        -2.88556632608e-19         1.98106420408e-19
    1.6796         -5.0358801842e-19         2.46358079633e-19
   1.68425        -5.23191642963e-19         3.20721335744e-19
    1.6889          1.9037891267e-19         4.19577203335e-19
   1.69355         2.57773523587e-19         5.26370314352e-19
    1.6982         8.55787762196e-20         6.54234928225e-19
