#==========================================================================
#Wavelength (um)  Flux (ergs s-1 cm-2 A-1)  Uncertainty (ergs s-1 cm-2 A-1)
#==========================================================================
   1.61915         3.26553291187e-20         1.14881468312e-19
    1.6238        -9.12374755694e-20         1.21223781743e-19
   1.62845         6.30719193015e-20         1.16548245758e-19
    1.6331        -1.06238487106e-20         1.20224330668e-19
   1.63775         1.23010172561e-19         1.19574114913e-19
    1.6424         2.50667769196e-19         1.21924937135e-19
   1.64705         1.09571407966e-19         1.23563769739e-19
    1.6517         4.27205479273e-20         1.21660917619e-19
   1.65635         1.76537842105e-19         1.22690034666e-19
     1.661          6.7208740499e-20         1.29898132733e-19
   1.66565          3.4981430109e-20         1.43086051296e-19
    1.6703         2.50353758579e-20         1.69394136425e-19
   1.67495         1.90698902884e-19         1.99987854519e-19
    1.6796         5.98761878048e-20         2.55165247559e-19
   1.68425         1.57333489141e-19         3.26426056038e-19
    1.6889         4.51944269131e-19          4.1724786112e-19
   1.69355        -3.34608189214e-19         5.26618498195e-19
    1.6982        -6.49757040451e-19         7.05427534901e-19
